Uniprot	02w33	02w01	02w26	02w17	02w41	02w09	10w25	10w33	10w09	10w41	10w17	10w03	02w18	10w11	02w02	10w04	02w28	10w18	10w34	02w42	10w42	10w28	02w34	02w10	02w20	10w05	10w13	02w27	10w19	02w11	10w35	10w26	10w43	02w43	02w03	02w35	02w29	10w06	10w36	02w44	02w21	10w22	02w12	10w44	10w27	02w04	02w36	10w15	02w37	10w30	02w13	02w31	10w45	10w37	02w05	10w14	10w23	02w45	02w23	10w07
P03888	568.5999756	540.7597656	473.8482971	474.7494507	594.7141724	576.640686	625.1474609	729.1043701	420.5749207	578.446167	627.4766846	629.4158325	615.1749878	541.5061035	604.2512207	403.2698669	295.5927734	627.1148682	669.5093384	557.8399658	584.9344482	558.2578735	532.4876709	738.6444092	617.25177	526.8574829	608.0181274	654.6281128	536.4545288	423.7883911	718.1488037	512.1281128	639.2657471	470.3858948	561.1257935	397.5369568	581.739624	592.2668457	589.0717773	538.4412231	593.7272949	503.6842651	554.9615479	640.1953125	595.1240234	603.1170654	604.5576782	783.1654053	495.4761658	571.1760254	512.7994995	496.479248	522.8161621	543.7330322	517.6824341	656.9472656	563.8170166	561.4067993	467.0211487	395.8175659
P03911	416.5593262	383.3010864	373.0011902	404.0569153	414.270752	418.0595703	426.5787964	467.9000244	349.9767456	511.9481201	481.9224243	395.9960327	428.3944702	449.5733337	369.4418335	345.7385254	397.4655457	394.6465454	461.946106	419.6369934	452.6764221	376.5339355	422.2874756	414.4609375	458.9154053	315.6953735	548.1356201	454.8578491	318.79245	345.1563721	504.7956543	446.7050171	515.010376	491.4509888	457.8122559	487.102356	356.6410828	406.5323181	408.4631653	335.4142761	363.0311584	432.1631775	402.9059143	454.5135498	437.282135	392.504364	402.5659485	500.7451477	380.2481384	418.6969604	380.6502991	410.9845581	446.950592	482.8906555	427.2589417	551.473999	446.5208435	327.2011719	364.0922241	358.0877075
P03921	143.0901794	136.0477753	151.5133362	156.2192993	138.7196198	172.27388	139.2595978	175.432312	161.6569824	183.6520844	162.7357788	157.0131226	134.0489807	171.1398926	161.9067078	126.3889008	152.9842987	173.6927032	159.6425323	147.4521484	202.7474518	186.7570496	134.7582092	155.1616211	186.2473755	155.4913788	139.0731049	161.3293152	176.8347931	158.8988647	231.1221161	199.5339813	224.5768127	162.4683075	164.8985291	96.4623642	157.7006989	196.6387482	183.6654968	145.7834473	160.7036133	202.8703613	177.413269	195.985672	167.9864807	154.3809509	165.0805664	173.2018738	146.2342377	216.963501	152.2781677	167.3081207	177.7470245	209.5516815	162.715271	161.3809814	161.7671814	141.9118195	168.9382172	118.0458984
P03930	2792.548584	2631.918945	2835.344971	2987.984863	2786.035645	2872.488525	3091.176025	3110.17334	3369.376465	3142.543945	2494.166748	2856.388672	2926.369385	3462.796143	3175.736084	3033.146484	2471.254395	2928.115723	3374.991699	2992.247803	3076.459717	3130.477783	3006.637451	3025.174316	3157.304199	3174.638916	3658.162598	2922.873779	3022.18457	3065.220215	3495.03125	3076.256104	3040.949463	3117.600098	2930.490967	3275.203613	2706.155273	3136.744141	3145.100098	2694.32666	2774.90625	3032.569336	2970.294189	3235.371826	3488.0979	3083.012695	3066.878418	3344.096436	3013.771484	3281.288818	2930.169189	2924.89917	3339.66626	3271.071289	2937.47168	3861.462158	2964.207275	2753.411621	3051.091064	2997.041504
P04939	240.2940369	190.2462311	133.3078613	209.4282837	373.9727783	261.1309204	130.3273315	36.05680466	133.3516541	118.5267487	170.7315674	257.585144	349.9138184	152.2933502	178.7216644	180.0936584	129.6047516	228.1322632	187.9753571	217.9321747	116.9708862	122.05439	292.9931946	287.257019	221.4784546	230.3189087	144.9995575	298.033905	153.3503113	248.5117798	92.40738678	168.8927917	129.0788422	191.3360291	328.5899353	157.0891724	343.5915527	248.6013031	121.8515244	338.644989	371.2701721	102.242424	247.9149933	162.3520966	108.1931076	232.4604492	314.2766418	263.4211426	625	173.9477234	498.9249268	350.3362122	203.2094574	134.2320709	414.0122681	145.7766418	212.3329926	729.5304565	207.859726	284.8693237
P05202	11594.87109	9852.482422	11075.33984	11211.4707	12033.94141	10555.59277	13744.6582	14016.18359	8531.103516	13940.79395	12954.21484	10266.69727	12187.89258	11050.35352	12098.13477	8873.994141	12863.39746	12856.07031	14586.10645	12810.11133	14536.67285	11522.26855	12185.05664	11645.9834	12271.43848	10198.45898	11132.29004	12820.29199	10960.88574	9923.580078	14305.19824	12257.2334	14941.95996	13069.20117	11135.28223	11188.68262	12209.96582	12460.66797	14069.55762	12478.20703	11572.80273	12370.41406	12155.66406	14850.2168	14285.51367	12631.18457	13721.17285	13054.65234	10799.00781	10075.07031	9755.023438	11180.41016	12107.96484	12111.8418	9702.292969	9887.46582	10894.28809	11601.0918	10756.38379	9717.798828
P05784	698.0725098	612.7318115	578.0053101	595.4481201	681.0210571	711.3687134	433.8952637	543.6209106	793.6616211	709.1682129	506.7319336	667.2423706	647.1954956	478.4703369	546.2133179	641.7608643	652.6627808	420.7136841	330.609436	443.1509705	682.8568726	537.3392944	625.2282715	605.6861572	539.953064	757.4703979	505.8196716	576.5731812	729.5380859	585.0197144	336.500824	399.5715332	489.9105835	390.5284119	677.6985474	489.5455933	967.9108887	480.1426392	394.3825378	480.2498779	763.7139893	429.4653625	902.236145	457.7772827	411.7587585	368.8612366	460.4730835	554.6644287	629.9936523	488.2314148	698.2730103	825.3387451	409.7186584	385.7944336	806.6482544	612.1988525	487.4580994	1038.329346	865.7427368	618.6767578
P06151	193.3044281	154.2910156	213.6164093	151.4919739	149.7129517	185.0081024	120.1108093	218.3491516	160.2510681	270.6014709	197.1667023	114.6752472	211.1952667	146.4069519	164.5230713	118.8221817	154.5980682	149.1403656	135.5471802	213.792099	215.4527283	172.0054016	289.5709534	221.8732147	131.804245	117.9892578	125.6424026	148.7648468	197.9517822	172.4152374	151.8941345	160.9337616	235.3826599	163.0652008	134.7635193	154.7783051	186.0663147	102.3616028	155.5125732	173.4216614	169.1078491	182.4057159	166.772583	223.951828	148.1811981	138.1296387	165.8911743	128.5287018	200.2015686	120.3803024	187.2083588	173.2188263	189.0049896	129.7289124	163.2390289	133.7264404	181.6812744	217.9464722	182.7076416	158.6504517
P07724	262.7757874	267.3711853	270.1716919	331.0250854	448.5418396	318.4335938	160.5614929	206.0413055	270.0466614	245.5517426	452.0949707	219.8027802	412.4892578	219.2725525	337.7931519	232.7074432	231.1177368	280.9082336	194.6429596	332.7359924	223.6132202	172.4974365	361.3801575	369.504303	339.9992676	275.2267761	190.352417	241.1122742	301.1009521	320.8382568	217.1934967	206.9539185	212.7880249	308.7875671	284.9243774	244.7924957	313.3881226	244.8906403	195.2042847	455.4183044	362.7918396	233.5293579	295.987793	185.7347107	135.0858459	230.2282715	236.4040833	353.1609802	374.4903259	204.8261566	416.0542908	305.7710876	285.3866272	202.8778076	415.5644531	186.2483368	242.1453552	617.6156006	280.8338013	326.8903809
P07758;Q00896	87.7652359	91.31262207	72.39561462	66.43070984	152.202713	86.62419891	49.51612473	35.37925339	40.0734024	53.80632782	100.618782	113.1347122	75.77539063	63.96327591	83.67794037	99.14096069	90.70764923	103.9694138	61.66740036	82.97784424	46.4744873	52.55501175	109.0489349	100.2527618	102.9597244	101.3221588	76.10346222	149.796875	83.39540863	103.6584396	54.58871841	88.47722626	80.47158813	114.4637909	111.9186096	126.9281235	130.3227539	94.41899109	56.71326828	148.950943	145.388916	60.14303589	74.30615234	72.48754883	56.16766357	84.29089355	97.32096863	94.32830048	173.4726715	73.59024811	114.2020035	118.9265442	76.20677948	54.22474289	162.7495575	88.17428589	80.11141205	156.2703705	98.20016479	115.6156998
P07759	123.0104828	105.3845139	94.31227875	107.3104935	199.4660492	112.9747925	49.38369751	19.50608444	62.12346649	50.19485855	96.75318909	94.14722443	86.78163147	63.30463791	81.67472839	93.46055603	63.22374725	52.26621246	37.10396957	75.88221741	26.72212982	29.81951904	123.9751434	80.00614929	81.40733337	61.14912415	45.10862732	87.29101563	53.47924805	108.3592987	16.92777443	43.68790436	31.39776421	82.75286102	91.68193054	95.33470917	117.9228363	56.28785706	35.68795013	106.4424591	117.0924606	47.47029114	65.66874695	65.51068878	28.55447388	68.88539124	69.30427551	52.11576462	138.2751617	44.50133896	98.5018158	61.34487915	41.44473267	26.19399261	113.8554993	65.08332062	53.50813293	131.300293	66.96557617	77.5599823
P08003	424.2318726	406.7006531	509.5124207	388.2549744	722.4801636	398.6761475	259.2222595	162.4855499	252.2607117	331.5237427	377.1919556	371.6715393	385.4650269	254.7621307	374.4509583	382.6726685	413.5653381	334.3396606	229.8453064	469.925354	302.1824036	280.2134094	542.1183472	378.9459229	381.0519714	340.8607178	288.3497314	500.4732361	338.5728149	489.9750977	177.9099884	375.0603638	303.234436	547.2088013	443.659668	514.8104858	450.7468262	268.2305908	218.8596954	542.5721436	507.0753174	322.0744629	327.8246155	314.7781067	228.1470032	283.6431885	341.4252319	272.5348206	684.0442505	257.4373779	467.3672791	465.7808533	427.4143372	242.1755371	616.918335	338.4624023	319.6937866	740.7282715	436.1928101	411.0027466
