Uniprot	02w33	02w01	02w26	02w17	02w41	02w09	10w25	10w33	10w09	10w41	10w17	10w03	02w18	10w11	02w02	10w04	02w28	10w18	10w34	02w42	10w42	10w28	02w34	02w10	02w20	10w05	10w13	02w27	10w19	02w11	10w35	10w26	10w43	02w43	02w03	02w35	02w29	10w06	10w36	02w44	02w21	10w22	02w12	10w44	10w27	02w04	02w36	10w15	02w37	10w30	02w13	02w31	10w45	10w37	02w05	10w14	10w23	02w45	02w23	10w07
Q8BK48	171.9913025	180.5859985	137.1525879	157.9189911	246.0829773	244.8317566	126.7217865	206.9371796	230.9933777	199.0042725	150.2400208	134.9788055	167.434906	236.4180603	127.9906769	196.1145477	129.9609833	177.5542145	155.201416	170.9633484	196.4141846	122.2792206	226.7324219	238.8247986	156.0215454	204.8271332	185.4578094	169.9033661	169.2449799	287.5775452	210.8292236	163.4103699	196.8325043	202.4152679	196.7678528	221.2606964	163.6178131	179.9008026	169.011673	224.1775055	203.2606049	135.7082825	175.8627319	147.2561188	127.5504608	152.7826996	178.6792908	211.5766602	250.697937	107.336998	289.1394348	170.4276581	212.5135498	184.9337006	225.3686676	147.4623413	165.5022888	278.000885	151.0736084	242.2086639
Q8BK72	129.7276611	125.8040314	136.6651611	133.7292175	145.8976593	133.8764343	149.0796356	148.9806671	127.6142578	161.828064	155.212677	114.5663757	123.1831207	128.8599854	145.7127991	117.6644592	141.2755585	145.2128601	126.5367126	135.5194702	129.3570557	125.6029434	141.1724091	141.6710205	131.2801361	132.7820129	128.6366882	131.127121	145.5086212	117.8667908	141.0182648	132.6348877	152.2782593	132.4447174	130.3053131	104.607338	126.937851	128.5775146	135.6481476	146.7105103	126.0022812	146.5758514	121.7225952	156.2116241	143.5103149	134.9987793	134.7499695	118.1051407	113.960762	126.6255951	104.7460632	116.2999115	111.2948151	131.2943878	117.4304733	117.5324936	107.0158386	119.3388519	123.3249817	121.8303833
Q8BKZ9	232.9128571	246.4346313	205.1298828	295.671936	223.7621613	259.1513977	278.5704956	337.4457397	378.8028564	318.4441833	291.4251709	232.9481812	281.4311523	365.6628723	250.2763824	245.0741577	251.4606171	278.8987427	292.2771912	267.9857788	314.8302612	257.7311401	235.9936981	292.2046509	309.9252625	279.1429443	321.3714294	231.076889	278.999939	296.1300659	310.1065674	237.9457245	277.5308533	247.0706329	245.2553101	226.8289795	229.9286804	288.6264038	283.2141418	248.5198669	249.2700195	300.135498	305.5541687	290.5074768	260.0874634	290.7672424	273.9995117	340.4072571	213.0761261	227.900589	252.7767639	216.7043915	292.9623413	316.729187	230.206665	328.7199097	283.2101746	239.9721985	280.7191467	262.2513733
Q8BMF4	1523.467529	1426.110962	1283.097046	2049.257324	1457.650879	1670.035889	1832.498535	2698.157471	2675.209229	2252.803955	2114.482666	1413.348145	1761.233154	2516.236572	1395.079712	1457.736572	1223.776489	1871.937988	1941.442017	1626.302368	2219.480469	1620.458496	1402.578003	1735.511841	1692.474365	1350.630737	1742.896362	1219.27478	1776.799316	1378.050781	2223.036133	1519.934814	1677.667358	1357.77771	1238.835571	1143.385864	1243.75	1714.814331	1940.532593	1533.926636	1495.684082	1787.751953	1774.216187	1802.078003	1646.092896	1469.755981	1534.326904	2011.78894	1085.892944	1353.790161	1326.628906	1171.277344	1902.903931	2008.843628	1154.372192	1766.821899	1553.159912	1244.810425	1599.965942	1413.145874
Q8BMS1	7192.72998	6497.862793	7144.234863	9578.364258	7389.928711	7381.676758	8985.461914	11713.9707	9770.473633	10517.37305	9138.272461	6893.530273	7280.013184	8379.839844	6328.865234	6558.108398	6253.160156	8124.658691	8063.863281	6172.498047	9886.702148	7699.297852	6135.204102	7079.524414	7432.788086	6681.046875	8519.631836	6231.185547	8529.405273	6374.552246	9052.177734	7139.677734	8074.114258	6423.933105	6462.82666	6019.60498	5884.460449	6999.357422	8634.723633	6431.399414	7024.594727	8721.895508	7637.946777	8775.152344	7329.973145	6633.569824	6799.763184	7218.110352	4851.102539	6639.155762	5634.394531	5778.881348	8049.310547	8027.496582	4891.407227	7706.12793	7987.208008	6335.066406	6945.186035	5972.980957
Q8BMS4	74.06266022	73.71474457	74.35295868	99.75331116	81.78232574	82.35088348	92.81841278	87.80792236	86.90011597	89.1253891	77.3323288	82.67453003	94.228302	113.7413177	79.45243835	96.42273712	102.5289307	101.9153595	97.59494781	79.26979828	115.7614288	102.8087158	83.16478729	82.13386536	97.09146881	99.31558228	90.65045929	110.8736038	105.8471832	87.87942505	104.6464996	108.8144226	89.0247345	97.08795166	90.39107513	110.2286453	84.97132111	97.43946075	92.96448517	88.80430603	89.71681976	111.4277802	97.36152649	103.9600906	99.10559082	101.3391113	87.6280365	83.79529572	94.00571442	101.832222	97.98425293	89.94246674	108.1476288	106.0277939	87.67930603	104.7127762	96.032341	95.8394928	89.33268738	93.36999512
Q8BP40	165.6327667	186.5068512	165.7251434	223.7173767	196.5167694	185.7908325	201.1689911	179.923172	229.214447	181.3938141	213.0681915	202.2217407	179.766571	206.9991608	153.8576202	177.4884186	165.6470184	190.1971283	182.5865326	179.5543518	161.5906677	190.0147705	163.9720917	180.3766174	195.1468201	174.2042694	206.3324432	142.5553894	172.286911	181.2076721	131.0010376	161.0608063	162.7609711	169.3953552	158.704834	135.8668976	147.8116455	195.9966888	195.7099915	173.2494202	183.4931793	197.2459412	181.644928	194.7033691	193.1598969	178.7523041	168.5401306	193.3138428	141.1858215	177.0591125	153.3035583	154.668045	138.1834412	179.4744873	136.5015564	169.6052856	170.9189148	183.4636383	168.2153778	169.2477417
Q8BP67	348.7379761	341.8522949	316.8938293	207.0889435	473.4501343	335.8824158	244.7620239	241.952301	243.0329285	156.6695404	210.8459778	404.2149658	267.256897	185.4104309	220.2290344	297.866394	179.3026581	288.6337891	267.3738403	227.3761292	135.6047516	203.9980774	320.786377	336.6357422	303.8902283	167.7407532	236.1205444	423.227478	262.4339905	320.5475159	177.3546753	167.012558	213.477417	194.1373291	376.9406738	280.5878296	489.8679199	198.4622498	125.2280045	458.3217773	532.4976807	143.6382446	255.1134033	194.696228	136.6387329	306.6629639	415.5686646	367.7092285	519.1599121	187.9573669	340.7917175	282.3573303	128.5237427	145.9380951	385.4079285	157.6013947	281.0372925	558.0472412	181.0280457	136.5043793
Q8BR07	913.8867188	871.6199341	917.7450562	1039.044067	810.2498779	903.9865723	1087.081665	1095.590576	987.9857178	966.138855	983.4231567	973.5526733	1238.605835	1226.249023	1418.311157	1259.159668	1316.610229	1210.613525	1420.305786	1237.50769	1304.446045	1280.11438	1250.397583	1265.05481	1211.791748	1128.623535	1292.305054	1199.734009	1198.988281	1118.331299	1194.620117	1132.060059	1156.324829	1180.722046	1090.94458	1030.540894	1075.925537	1284.126465	1364.910889	1139.279053	1073.151489	1309.835205	1292.976196	1354.935547	1283.62085	1282.909424	1185.460571	1012.079468	1048.609741	1050.43103	1072.534302	1045.145874	1080.112427	1197.967651	1057.201416	1123.790039	1139.743286	1032.95813	1133.426636	1179.990845
Q8BSE0	134.3225861	108.0087357	116.997879	157.3617554	131.8536072	142.2109222	134.7081299	212.3436279	193.6881104	150.4392395	126.3292313	129.8468628	172.0696106	215.7337952	94.00479126	131.7191772	143.7548828	170.1364594	171.3047791	124.6818619	152.3962402	155.5654907	124.144928	116.9218597	139.2162933	127.8572617	157.1800537	99.43939972	180.6578369	127.9281616	188.3603516	126.8161316	169.960083	139.38414	103.2960739	125.5563889	125.1394119	128.4609528	212.331604	136.8649292	181.7188416	140.3463135	157.2955627	122.6846085	162.5404968	124.8935928	133.8310852	215.0476227	120.9246368	134.1128235	140.4104156	95.34363556	173.8778687	162.6305237	100.3013916	152.6656189	132.8663025	117.6314697	139.9053802	102.2304688
Q8BU88	111.2544708	109.900856	133.2915039	132.9136658	151.9619446	142.6658936	119.5697098	116.9700089	138.0534668	134.4976959	141.7617035	119.743988	109.0379028	181.7615356	141.2714386	124.2100677	144.9017487	191.4832153	143.9299622	114.2757568	175.3825378	144.5711517	147.9268494	126.103241	171.4277039	105.8548813	113.6501846	188.772995	162.1844177	132.7245483	134.9316711	140.9967041	156.4025879	157.6678619	150.3098755	181.9356079	117.1581726	149.1461792	111.2548752	147.3851471	134.7668304	174.7989807	181.4295044	162.6985626	155.7900238	143.4906158	142.8154297	127.8475113	109.4905701	133.5076904	101.070076	106.5803986	136.6678314	159.1677551	131.9101715	146.9773254	137.2175903	106.9294586	152.9426575	136.3932495
Q8BVI4	324.1165466	331.6404724	383.3753052	330.7079773	279.2802429	348.9147644	418.355011	327.2633972	392.3978271	411.1717834	378.0097656	338.98703	315.4986877	334.4642334	394.2381592	345.5877686	431.9075012	307.8014832	356.9523621	350.5478821	301.1560364	347.9006042	318.7781067	398.4600525	316.3859863	340.3800659	344.485199	309.1777649	312.4253845	327.5899658	285.6899109	305.4143066	278.8312073	346.0066223	327.1838379	318.1499023	339.3225403	396.7490845	322.0552063	313.5978088	287.7330933	332.5917969	322.5366821	357.2332153	418.2734985	382.15448	320.9322815	321.3315735	319.5758667	325.6286316	289.5170288	277.8420105	226.8753052	328.7441711	312.5499573	314.1603088	290.3687744	292.73526	303.8651428	381.1514893
Q8BW75	1536.202148	1614.906738	1727.521484	1331.111694	1271.286621	1449.667358	2051.68335	2092.428223	1549.706787	1698.815186	2083.624023	1532.732666	1485.222778	1660.940918	2337.00415	1677.967041	2094.307373	1513.791748	2425.928223	1828.239746	2055.78833	2161.625	1668.052368	1773.855957	1632.515381	1879.417358	1767.090088	1731.115845	1741.318726	1506.965332	2640.803223	2487.485596	2108.338135	1654.100342	1642.763428	1633.658447	1844.42688	1973.743774	2428.205811	1681.999878	1340.778809	1806.508667	1488.904907	1701.579834	2272.703125	2012.480713	1869.138672	1526.435669	1421.61438	2025.481201	1786.344727	1855.04834	1873.06958	2072.817383	1559.567627	1413.227783	1510.390747	1503.099487	1540.23291	1839.423584
Q8BWF0	410.6719055	438.7199097	376.9553223	480.1599121	380.6110229	426.8729553	546.6396484	599.0043945	579.4154053	497.2035522	498.3435669	487.2418823	504.2375183	562.1326294	447.5955811	475.625	380.7855225	501.6152039	544.8860474	427.6011353	549.9058838	520.7190552	380.2097168	467.713501	468.3369751	512.536499	575.3473511	403.9042358	489.5656738	412.5951843	631.7624512	471.9269409	495.4922485	379.2409363	453.0396729	344.859375	422.937561	565.4750977	558.1566162	420.6436462	424.28125	499.4760742	470.0305176	497.4854126	551.2301025	494.0227661	474.20578	559.7456055	379.5635376	512.8063965	398.8743896	415.7708435	519.1265259	545.8945923	399.8456726	464.8296204	479.9466553	391.4050293	435.5551147	451.9014893
Q8BWM0	158.7496185	128.9521484	147.6261444	149.6728821	177.7294159	139.6968689	156.4898834	171.0623474	150.0604401	184.3057404	146.6849823	149.100647	150.6810913	147.9052887	145.9228058	146.5603027	174.6597595	153.0558014	169.1483459	178.2180328	176.5718536	162.2081604	163.272583	177.3710632	166.2981567	152.6012573	187.6155548	187.8276215	182.1177368	157.0823975	189.3119507	179.8372803	187.9174957	195.0370483	166.6827698	159.8476563	139.7441559	142.8063507	153.3914795	175.4213715	141.2554779	156.5428162	169.8735352	189.1286469	166.062973	159.695343	154.4871674	175.4680176	162.4611511	162.9835815	163.024231	162.1072693	177.6947632	192.6802063	170.8136902	205.7275848	171.4903412	180.2691498	176.5078125	156.0971985
Q8BWQ1	741.8496704	866.593811	651.6615601	585.9108887	841.9758911	667.8690796	452.7402039	277.2147827	452.1170654	437.7032776	455.1312866	722.6055298	605.1533813	519.3084717	709.6622314	807.8973999	551.1010742	525.3792725	504.2421265	629.6107178	434.6804199	482.4945374	901.8099976	635.942749	498.8279724	572.3015137	450.8135681	598.9602661	443.8389893	655.081665	270.3248901	475.0446472	361.9500732	542.7069092	670.7521973	604.0354004	816.6890869	658.604248	460.8021545	744.3984985	819.4096069	488.5101318	574.5600586	466.6693115	438.980835	618.5584717	552.4622192	511.4412231	786.2525024	477.6967468	790.8427734	622.2693481	501.5645142	343.085968	831.3913574	420.4311829	428.9146729	774.5935669	566.3508301	712.9868774
Q8BWT1	21554.1582	20081.26563	20239.83594	24738.73047	20756.45703	21337.20117	25286.25781	21470.42383	25681.07813	23097.93359	21785.43359	21999.66797	17116.16211	18418.42773	16487.00977	17393.33984	16107.81738	17412.69531	18634.00781	16225.66211	17156.9707	18661.91992	15534.28027	16959.75781	16665.51563	18301.36328	19185.54688	14153.77246	17773.54297	16176.79102	16665.51758	17732.82813	16841.08594	16695.7207	16337.4707	14575.23438	13889.40723	18865.47656	20723.49219	15232.82813	15686.91309	19370.16992	18094.28516	18887.51953	18182.19141	16610.24805	16320.73242	16329.57813	14310.60742	17963.25	14397.7832	15549.64648	15368.64063	16775.6875	13637.37305	16926.17773	17696.16992	15880.17676	16443.77344	18331.72852
Q8BWT5	33531.58203	23204.97266	24474.17969	44718.64063	37023.09375	33219.78906	43044.23438	64228.73438	52023.17969	56774.69922	40879.69141	31576.05664	44044.48828	39069.00781	21678.86719	24475.08398	17427.13672	44398.39453	45508.125	36805.58594	57923.82422	34559.20703	27210.33398	37106.38672	32321.52539	34863.14844	47808.47656	26160.00977	43684.52344	28983.53711	57971.3125	31941.45313	49382.99219	28095.18555	24092.30469	24057.76563	31381.12109	37874.67969	53165.16016	34780.58203	40151.00391	47559.07031	36147.33203	48858.37109	45105.86328	32282.05469	34956.57422	50731.67969	28015.22266	38215.83594	32526.51367	31154.39063	52761.87109	43675.11328	21129.72656	48628.26563	44218.61328	39551.35547	36956.76563	26799.72656
Q8BYL4	82.65939331	74.28183746	76.28674316	85.19952393	79.17189789	93.42888641	78.43733215	79.3848877	100.571701	83.86322784	95.21427155	95.98659515	84.09679413	86.78839111	96.95405579	72.13119507	93.53091431	78.04799652	84.01062012	82.37256622	74.96388245	79.93056488	75.89507294	93.7101593	94.35823822	87.82814026	97.72518921	89.26483154	94.52410889	90.00505829	74.27001953	78.46486664	78.0766449	74.62837982	84.20780945	96.82444	90.36838531	85.64076233	85.5187149	79.58900452	89.19238281	98.44397736	100.3304138	86.88858032	90.13629913	91.43373871	88.51139832	83.12580872	75.84942627	75.07975006	84.91477203	85.2538681	83.6912384	77.39050293	86.36100769	95.26950073	93.514534	79.01793671	88.6810379	94.8336792
Q8BZ09	140.1201324	132.7685852	162.3009796	145.7424622	145.9371033	136.165802	199.9388123	204.6438751	168.1451721	216.5427246	136.5966492	169.6471558	181.0262909	198.5585938	124.7161179	190.0377502	207.4066315	216.9749603	246.152298	199.6660461	232.8631439	239.2579803	186.9559631	160.9515228	173.3636169	209.2817535	205.3667755	199.1739197	217.2093964	150.8252258	238.7734375	243.5043182	255.2344055	223.8294678	178.2739105	192.7149048	185.1183929	199.2217865	218.0539398	171.8045654	166.6722565	209.6374969	162.0854492	245.3217773	265.0773926	177.0477295	180.729538	215.8741608	170.1707306	234.8425446	161.5527496	180.1078033	242.0998535	228.1117554	152.185318	190.553894	207.4300232	179.5055237	162.7339478	189.4237671
Q8C0C7	34.05158234	36.96256256	33.08415985	22.66542625	42.58856201	39.38389587	16.37347031	10.44176674	26.50592041	20.26055336	23.79174423	33.81868362	34.89067841	34.84490204	33.12600327	52.90306091	42.30788803	40.48204803	23.93261528	36.99645996	11.98130798	23.05276489	69.34451294	49.81304169	46.47682953	30.32547569	27.95174026	71.00231934	62.68148804	81.45596313	19.33247757	42.82866669	27.83878899	62.55925751	70.7048111	51.49547195	46.57649231	24.73862076	13.16642857	29.57860947	47.0554924	15.22625923	34.89736176	18.88641739	11.7134552	34.38676453	20.37732697	23.72275162	95.38314819	19.01031303	73.04232025	46.55303192	23.16428947	29.14302254	96.09740448	14.01325607	42.50330734	74.97015381	57.0909996	26.81263351
Q8C0K5	141.5003815	145.7496033	142.1909943	178.6455231	147.0384827	139.8080139	145.5531616	144.3030701	140.127182	156.5291595	151.1760254	147.5296021	160.8017273	171.0197601	149.8330536	153.7696533	142.8768005	171.3505402	168.5924988	139.7862854	175.9470673	174.4320831	155.0502625	158.7896423	204.4729462	179.6549377	179.0064392	150.9315338	191.8313904	158.6854553	172.6850281	149.8896484	169.978241	154.931488	141.3930664	151.3140717	132.1871338	165.3409729	158.9942627	142.1769104	165.641861	182.1658783	161.8158722	172.1434021	135.1743927	127.4797516	134.3897705	174.2078247	116.1285706	167.6313629	146.7472992	138.5445557	201.4892578	167.8533325	138.9063416	166.3037415	172.5931702	146.4391174	191.2110291	166.12677
Q8C196	80312.92188	81694.42188	78766.00781	55661.22266	63712.26563	63157.45313	81505.17969	32806.82813	43058.13672	58159.94141	66927.53906	82494.27344	65562.60938	51727.99609	94910.03125	67741.79688	86082.83594	52125.75	78333.35156	77103.21094	57370.25781	72372.375	75327.78906	69722.76563	65440.13281	75303.01563	53946.19531	84254.22656	51541.22656	64079.11719	40427.23828	84654.48438	53515.66406	79328.86719	75800.14844	61182.39453	84074.20313	82079.40625	66925.85938	72118.60938	57290.28906	60984.75391	71298.94531	68377.79688	81146.33594	89506.67188	83571.20313	43546.39844	77158.90625	95428.47656	67040.1875	84021.32813	48707.17578	59319.41406	73619.71875	62454.85938	54960.18359	62101.75781	57532.83984	78295.04688
Q8C1Z7	1521.507324	1545.695801	1771.291626	2876.300293	2649.486816	1348.713013	1841.399658	1674.750366	3389.205566	1709.688232	1889.963135	2541.150146	1481.496826	1211.025757	1299.949951	1319.949341	1243.440796	1386.755371	1816.052246	1651.138062	1796.108276	1705.857666	1731.740601	1472.474731	1557.227539	1760.185791	1743.981567	1571.796753	1399.255859	1549.694214	1838.864136	1683.061523	1770.047119	1594.583374	1379.585815	1481.647583	1740.040161	1733.814819	1569.600464	1704.708862	1677.760742	1984.484375	1507.696533	1999.759155	1952.872681	1685.832275	1859.229126	1926.651733	1471.258911	2879.564453	1363.880737	1488.024902	1685.700928	1421.752441	1335.247192	1734.284546	1502.947876	1438.353882	1243.781738	1266.295044
Q8C5H8	690.147583	751.9500732	757.5523682	784.034729	663.5959473	691.2422485	949.6748657	658.7686768	691.8551636	722.9046631	778.2623291	873.7637939	744.7677612	720.2980957	806.2318115	774.9555054	722.8015137	845.0422363	819.0315552	742.0717773	731.7338867	896.2537231	721.2463989	640.1680298	755.6075439	851.5754395	818.5904541	861.7057495	765.5879517	620.3780518	704.8648071	924.5630493	717.49823	741.282959	772.5765381	674.9498901	783.2056274	892.5292358	728.125	686.7790527	706.0258789	930.6503906	676.3101196	720.8328857	924.4014282	822.8972778	810.3047485	734.3233643	747.3482056	979.4818726	664.9050903	704.3398438	680.6298828	760.4746704	746.6182251	795.3789673	802.9906006	635.8985596	739.2861328	827.7599487
Q8C7H1	125.3228683	128.2906647	129.3813477	141.1639709	133.8553925	124.7563629	146.2167358	124.5790863	118.2948608	144.0387726	134.8092194	139.0184631	146.2254333	142.6705627	167.5218964	149.3626404	180.6499786	141.3929138	151.3705597	170.1525116	134.3761597	154.2020264	159.0791473	160.7232056	145.9613647	151.8386993	124.2304688	165.5444183	135.3946228	158.4783325	134.4571075	147.5879211	136.1620026	169.5125275	150.3515778	155.2300415	141.3435364	142.2348328	136.5980835	155.3725891	142.9149933	130.4391632	150.9442596	143.8074188	155.8347015	170.3556519	154.9262085	147.6305847	139.0071869	138.4820404	126.4155502	142.1986694	123.8943863	135.4779968	134.3315582	124.8782959	139.9253845	156.9506073	147.1278381	145.6976166
Q8CAK1	134.1273804	107.9453125	136.0510712	145.0426636	137.849762	115.9459763	134.7029419	147.5943298	130.8779602	144.1025391	155.5476532	109.2871399	115.2443848	119.7947083	103.0892334	109.3519058	134.9586639	145.7619019	140.7347107	126.2668762	154.3409882	150.0899658	130.3913422	120.9197617	111.5830765	123.4802322	152.7846069	137.2312469	156.3381348	140.1248016	154.1898499	143.1901703	147.6325073	143.9987335	111.6384888	135.6945038	129.7220306	118.0585938	141.9790192	128.6894379	117.3192978	143.6097565	132.2487183	149.099884	144.4623566	112.59935	132.7077026	156.4687195	150.8182678	157.9958344	119.3122559	112.7373352	128.0714874	142.8956451	118.6664581	154.608551	137.3651733	113.6293182	123.7550125	110.3060608
Q8CAQ8	997.3508301	914.6876831	944.0429077	1041.588623	1027.189941	985.1066895	1151.316895	1392.485596	1182.544678	1267.340332	982.1530151	1026.931641	1097.604126	1238.884399	1042.279907	1083.175537	1142.314941	1250.048584	1307.381714	1122.320923	1416.561035	1187.98938	1134.434692	1143.077148	1233.610962	1151.602905	1418.523315	1128.751343	1221.684692	1121.048462	1478.783325	1204.845825	1399.462524	1227.125732	1077.025635	1219.785889	986.9540405	1127.232666	1254.451782	1030.142334	1043.459961	1180.084473	1158.042358	1350.966309	1269.281006	1132.055786	1069.945679	1405.897705	1018.431702	1108.188599	995.2566528	974.0194702	1290.867065	1330.742798	1026.49353	1279.242554	1168.815674	1020.657837	1098.697021	1092.182739
Q8CC88	571.1707153	443.4663696	669.8433228	603.4362793	685.0296631	522.1669922	782.8395996	1032.468994	516.2808228	870.2297363	618.2486572	626.8742676	522.1539307	614.2421265	432.2958374	577.2788696	561.9361572	755.7442017	793.0682983	669.2404175	882.5354004	860.2059326	621.8313599	594.8496094	527.107605	617.7527466	716.8795776	730.7319336	675.4221191	507.1147461	849.2904663	754.8349609	777.5279541	612.9017944	532.5203857	585.2944336	706.2694702	543.7890625	774.6417236	538.5363159	578.2424316	690.225708	526.3584595	842.9421387	764.2252808	622.3640137	632.7036133	683.6083374	600.1842651	744.8748779	491.0315857	632.7127075	798.2686768	727.4122925	546.6575928	738.7557983	662.7213745	643.1221924	548.437561	520.201416
Q8CFA2	203.2277832	186.3821869	156.0148926	246.2920837	226.5428009	187.1163483	248.9747925	411.0394897	232.5661469	292.6257019	244.4807129	189.2140503	305.7372437	239.4478607	256.4426575	212.7865448	274.2020264	234.542923	342.2879944	250.3565216	327.0939636	257.7017822	206.8550415	225.7540741	282.8094482	234.6451111	203.1448059	188.1816559	242.0078888	173.9437256	427.1447754	256.8236694	320.0389099	222.0447083	215.6718292	169.0675659	230.0974121	309.3282166	307.1045532	282.1072998	219.840332	273.1340637	264.9673767	278.4279175	294.9100037	292.994873	322.855072	270.5247192	188.6908722	235.721405	266.4110107	272.2800598	322.7099304	344.0111389	194.9274139	226.1972046	207.5010834	295.3818665	264.8406372	194.0564575
Q8CFJ7	239.8678894	220.7359772	271.117157	190.2999878	258.6514587	237.2650909	312.8671875	252.6689606	219.5090027	256.3672791	185.8488464	309.0086975	224.6642303	246.0868683	209.7129822	256.7104797	221.9936523	258.2157288	275.7360229	275.5577087	192.2627258	339.7402954	290.6633606	211.9128876	261.7719727	216.6379395	261.8754883	324.4441528	247.3241577	208.4250793	275.8647156	308.6042786	285.2388611	278.1290283	230.3157959	288.723053	276.7474976	222.7745667	317.3168335	268.0136719	229.8711548	248.8018341	234.5626831	301.8467712	311.9226685	236.7965393	281.079834	229.6247864	297.5110168	352.0431213	209.5632629	259.0663147	227.0306854	291.1580505	246.8986969	307.2001953	258.6276855	252.7154388	201.0846863	232.5243225
Q8CFX1	105.9015198	120.238327	99.05670929	103.4208984	178.7259369	133.1992798	61.32409668	57.54978561	55.53221893	88.68121338	153.9268951	102.6829987	103.3709412	84.73859406	105.4685516	92.12143707	92.37223816	97.12220764	77.53916168	101.6900864	88.30833435	63.16226196	127.907547	109.6311111	94.90144348	88.90423584	79.8262558	106.7117615	85.61514282	114.9262543	50.41622543	75.93499756	75.54415894	113.8531265	112.8369064	121.8618698	122.5818253	80.40658569	60.63114929	143.21698	146.9804993	85.93723297	117.1360703	100.5149002	71.56560516	85.68868256	84.82441711	107.4636078	131.7677612	63.96545029	138.7611694	118.0478516	114.2004471	66.7728653	141.8155975	108.9814682	91.0022049	192.2348785	133.8992615	109.5393295
Q8CG76	235.4649963	235.6961365	222.7865753	245.1162415	238.1156921	234.3947754	347.3558044	316.9709473	277.4527588	294.6342468	240.0632629	287.0846558	307.4760437	311.5828857	289.2140808	320.9885864	294.11026	321.8425598	386.3553772	310.137085	319.9138794	381.7047729	294.6303711	303.8381958	341.0532227	355.3744202	356.89151	349.2197876	310.092865	293.8736267	371.8491516	375.6730957	347.7333984	337.8692627	341.9570007	315.6329956	353.8403015	308.7961731	366.6176453	290.3219604	292.1186829	317.9484253	292.4243774	314.7611389	389.6876831	350.9403076	344.4844666	328.0001831	332.0506592	388.6529846	319.2108459	345.7986145	333.5889282	404.9132385	309.1387634	359.9946289	314.9367371	300.9129333	303.5292969	296.5990295
Q8CGK3	955.2974243	899.7293091	887.3816528	1201.805176	885.5297852	937.0153198	1024.186279	1066.276123	1053.794922	977.7521973	1229.653931	948.149292	989.3944702	1053.144165	1121.97937	978.866394	955.0723877	1033.02832	958.4396973	920.6350098	1013.946167	874.6296387	812.3410034	936.5447998	905.8619385	843.4248047	946.8023682	813.4688721	909.1625366	894.6373901	865.7583008	775.5252075	794.7963257	808.9588013	816.8295288	812.9840088	834.8961792	1064.467773	921.3377075	883.9932861	968.781189	1151.283569	1105.263184	983.1659546	1017.757202	1033.904053	980.3574829	1005.849121	674.0805664	867.539856	766.4992065	714.0806885	809.27948	839.4519043	749.4411011	842.5620117	907.2486572	729.93396	882.2106323	832.4959717
Q8CGU1	163.5703583	149.4258118	151.3038788	202.194931	121.0885086	173.1404724	174.1671753	222.5002441	225.8437347	209.919342	205.7061768	159.444809	220.4868927	249.8273621	181.0611572	176.5871277	217.0852051	234.7616119	174.3977509	151.9771271	231.7297363	182.0936432	150.6409454	182.9440308	199.3463593	236.2354431	280.9728394	177.2793121	277.7658386	245.7130585	211.1252136	200.158844	232.6745148	155.3632507	194.984848	193.2616577	213.4777069	192.5274048	226.6454468	169.845993	232.0944672	285.3544006	232.1907654	194.8143768	230.204071	231.3882751	194.1786652	256.7154846	184.7648315	206.4651184	225.3358765	189.667099	180.9542542	206.0920563	179.7836914	234.7376099	247.5757751	156.0339508	263.8728027	158.068634
Q8CHQ9	628.9963989	655.4819336	594.0609741	400.8828735	859.2359009	492.8285522	353.7591553	263.1816406	318.7444458	432.8878479	310.2283936	639.6134644	384.6602173	293.5472412	388.1696472	465.255188	370.2155762	390.5015259	310.7001648	512.8137817	339.764801	329.2593384	615.9116211	366.2364807	383.0704651	355.1001587	274.9969177	439.5380554	354.2321167	368.13974	204.3115845	395.1639709	288.1888733	454.175293	474.3747864	400.743103	532.0048218	333.4806213	270.5429382	580.0351563	505.7983704	348.5488281	323.7887878	379.9591675	232.3541107	322.5139771	408.5080566	264.5423584	554.857605	220.804657	389.8029175	457.249939	401.946991	223.4313049	547.5977173	252.8080902	302.4460449	613.65979	412.026123	462.3608398
Q8CHT0	4897.523926	4570.723633	5031.555664	4966.333496	4344.100098	4258.839844	7275.089355	6098.949707	5072.53418	5804.86084	5285.285156	5218.049805	4218.456543	4570.677734	4570.539551	4554.25293	4804.391113	4381.507813	5993.56543	4511.615234	5509.152832	6539.437012	4005.631348	4115.851074	3741.316406	4580.244141	4382.976563	4183.254395	4389.255859	3344.854736	5423.449219	5187.361816	4583.897461	3878.238037	3631.598145	3619.906982	4326.693359	5308.394531	5704.525391	4160.187988	3570.208008	4694.227539	4083.989502	4927.618164	5776.866211	4367.634766	4337.765137	4084.927979	3365.599121	5015.339844	3234.297363	4133.400879	4342.868164	5128.695313	3394.996094	4142.870117	3773.575195	3488.060791	3381.798584	4243.126953
