Protein	X10_pain.Area	X11_pain.Area	X12_pain.Area	X1_pain.Area	X2_pain.Area	X3_pain.Area	X5_pain.Area	X6_pain.Area	X7_pain.Area	X8_pain.Area	X9_pain.Area	X10_OC.Area	X11_OC.Area	X12_OC.Area	X1_OC.Area	X2_OC.Area	X3_OC.Area	X4_OC.Area	X5_OC.Area	X6_OC.Area	X8_OC.Area	X9_OC.Area	X10_UTI.Area	X11_UTI.Area	X1_UTI.Area	X2_UTI.Area	X3_UTI.Area	X4_UTI.Area	X5_UTI.Area	X6_UTI.Area	X7_UTI.Area	X8_UTI.Area	X9_UTI.Area	nFragment	nPeptide
P48507	2.16406e+006	396737	8946.55	110796	1.74736e+006	1.31825e+006	231542	487753	2.88749e+006	268843	183373	429382	1.48533e+006	953105	2.71688e+006	198938	2.17492e+006	6.73616e+006	134811	1.58138e+006	1.16599e+006	1.67277e+006	2.78398e+006	1.23092e+006	1.35182e+007	217324	1.28091e+006	3.23159e+006	2.22479e+007	422918	930096	3.42704e+006	234362	13	1
P48551	568709	819541	468607	472508	1.66087e+006	338086	343744	886529	140602	697132	735708	499274	1.09274e+006	308631	1.19004e+006	244366	296833	415012	32141.1	542168	70997.1	251306	315041	290998	197718	699448	48155.1	189236	525029	46620.6	764356	885546	54121.9	9	1
P48594	2.25578e+008	1.39825e+008	5.41476e+007	2.98716e+007	2.78778e+007	3.4486e+007	4.06809e+007	4.0333e+007	4.6964e+008	1.90921e+007	1.66293e+007	2.4159e+008	8.02377e+008	6.98554e+008	4.64834e+008	4.89965e+008	6.367e+008	4.11541e+008	3.61942e+008	3.98381e+008	1.14719e+008	4.52304e+008	7.46514e+008	7.00422e+007	1.02831e+008	5.61926e+007	7.69242e+007	2.12164e+008	2.10477e+008	4.71394e+007	2.35515e+007	5.15211e+007	3.43668e+007	49	5
P48595	390262	703504	4.34534e+006	6.5267e+006	1.13434e+007	880576	185407	129347	1.21455e+007	1.00895e+006	1.96008e+006	1.95951e+007	4.233e+006	4.50728e+006	289296	5.39114e+006	5.16698e+006	3.94493e+006	8.16891e+006	4.73199e+006	1.19333e+007	1.24541e+006	1.08113e+007	1.35732e+007	1.3659e+007	363510	6.99466e+006	2.51353e+007	2.87107e+007	3.85376e+007	105897	3.55272e+006	241878	8	2
P48637	3.07141e+007	5.81561e+007	3.91015e+007	4.00578e+007	5.44686e+007	8.59299e+006	1.37719e+007	2.16562e+007	4.10302e+007	5.83779e+006	1.11083e+007	1.26381e+008	9.109e+007	2.74462e+007	6.44636e+007	4.69249e+007	4.26938e+007	1.70178e+007	2.75989e+007	9.6476e+006	1.70819e+007	5.73602e+007	3.83851e+007	8.74302e+006	1.04236e+008	3.81175e+007	3.15148e+007	5.02876e+007	7.6559e+007	3.01355e+008	2.11271e+007	1.78841e+007	2.23899e+007	42	5
P48668	3.82437e+008	3.06e+008	6.74164e+007	2.5734e+007	1.39528e+007	1.53719e+007	4.62988e+007	3.33174e+007	2.59295e+009	6.26725e+007	1.19672e+007	5.78674e+007	3.05399e+009	2.68942e+009	3.93959e+008	4.73107e+008	1.56565e+009	1.22762e+009	1.51425e+009	1.34681e+009	1.73432e+008	1.12576e+009	1.76774e+009	3.04834e+007	1.51433e+008	2.677e+007	6.83396e+007	1.57491e+009	2.15025e+009	1.14699e+007	4.74173e+007	4.41461e+007	6.0378e+007	65	5
P48735	4.14942e+007	3.85292e+007	3.52073e+006	2.70874e+007	1.15658e+007	3.03329e+006	1.17527e+007	7.09197e+006	3.32083e+007	1.31911e+007	2.53969e+007	1.38883e+007	9.53584e+007	2.87825e+007	1.31658e+008	6.81532e+006	5.32815e+007	4.64726e+007	2.69008e+007	1.82862e+007	2.85649e+007	7.32325e+007	1.14309e+008	2.58447e+007	1.46487e+008	1.76109e+007	1.86902e+007	1.14803e+008	3.34782e+008	2.57529e+007	1.63946e+008	7.55767e+007	4.69661e+007	52	5
P48739	1.01103e+007	7.81292e+006	3.14482e+006	2.11488e+006	1.08897e+007	4.13203e+006	5.41722e+006	2.31156e+006	3.27302e+006	989850	871240	2.0925e+007	3.0451e+006	8.69446e+006	4.02548e+006	2.37116e+006	5.91733e+006	4.94301e+006	4.49508e+006	4.32482e+006	1.94951e+006	3.58491e+006	1.49874e+006	1.79877e+006	1.10848e+007	1.91709e+006	783968	4.54317e+006	1.17146e+007	2.11548e+006	4.21401e+006	1.66292e+007	740437	11	1
P48741	1.19691e+008	1.90709e+008	9.19999e+007	1.23223e+008	1.89107e+008	3.47053e+007	6.70696e+007	7.03204e+007	2.80474e+008	6.00241e+007	5.01519e+007	1.05722e+008	4.99642e+008	2.36005e+008	1.99551e+008	1.94776e+008	2.88285e+008	1.88375e+008	2.50266e+008	1.44649e+008	5.20032e+007	3.19799e+008	3.07677e+008	1.33707e+008	5.24421e+008	1.11371e+008	6.51798e+007	3.3723e+008	7.92006e+008	5.62958e+009	2.37418e+008	3.15289e+008	3.27106e+008	65	5
P48745	9.20227e+006	2.95171e+006	2.76535e+008	1.78954e+007	4.69625e+006	2.53277e+006	2.02895e+007	1.34131e+007	1.03303e+007	2.72751e+008	1.78361e+006	1.62529e+007	3.74695e+006	5.70218e+006	6.98865e+006	6.01081e+007	1.11984e+007	1.16138e+007	2.15433e+008	5.89915e+007	7.71817e+007	3.29154e+006	3.50137e+006	1.4349e+007	3.08037e+006	8.18947e+006	9.72889e+006	4.88085e+007	1.61242e+006	3.91074e+006	2.18188e+006	4.40644e+006	1.74768e+006	56	5
P48960	7.37581e+006	28786.4	1.49107e+007	175291	730591	1.72698e+006	788861	3.57574e+006	814248	1.37629e+006	877068	54447.9	205269	171624	20053.4	1.52552e+006	393329	0	871944	3.22084e+006	849485	248631	270258	350748	284192	254918	70119.5	1.09013e+006	7.60418e+006	2.3647e+006	24117.4	99483.5	453443	10	1
P49189	6.57375e+007	2.95344e+007	1.62345e+007	6.50521e+006	1.57931e+007	2.13747e+007	8.54839e+006	7.21878e+006	4.11004e+007	2.73261e+006	5.90931e+006	3.738e+007	6.12958e+007	3.55399e+007	3.68657e+007	4.56728e+007	2.39537e+007	9.50873e+006	4.10437e+007	4.12011e+007	2.36115e+007	3.57304e+007	3.166e+007	1.09141e+007	1.95293e+007	4.11617e+006	1.78266e+007	3.81276e+007	2.48191e+007	2.50953e+006	5.15172e+007	7.02417e+006	5.34471e+006	34	4
P49257	4.63168e+006	1.2843e+006	2.0341e+006	1.35718e+006	1.75497e+006	2.72359e+006	3.61333e+006	912265	5.8662e+006	2.00461e+006	501138	3.34057e+006	1.50353e+006	2.56096e+006	2.31607e+006	5.20187e+006	1.79532e+006	261372	7.85052e+006	3.05013e+006	1.71733e+006	5.37394e+006	1.3278e+006	1.97156e+006	7.87821e+006	1.24601e+006	1.03842e+006	6.84595e+006	1.11695e+007	1.26196e+006	2.253e+006	1.1545e+007	732869	12	1
P49327	5.85349e+006	1.63041e+007	2.96623e+006	4.84636e+006	5.80635e+006	913790	709359	1.40754e+006	7.96495e+006	1.46984e+006	635038	3.66899e+006	7.816e+007	3.84965e+007	6.4133e+006	4.14264e+006	3.23601e+007	1.56178e+007	1.09594e+007	6.05092e+006	4.77476e+006	2.93888e+007	4.50075e+007	2.80235e+006	9.46564e+007	1.77767e+006	3.54941e+006	2.69276e+007	4.33214e+007	826189	2.03328e+006	7.90667e+006	3.82841e+006	48	5
P49368	2.48114e+006	1.09837e+007	1.31752e+006	1.89293e+006	8.12436e+006	3.36172e+006	1.43711e+006	2.27511e+006	1.49698e+007	257321	1.07044e+007	3.07517e+006	2.09198e+007	1.21078e+007	2.1275e+007	6.34412e+006	1.94076e+007	1.02481e+006	3.06615e+006	692357	744512	1.82753e+007	1.82855e+007	2.25255e+006	5.24667e+007	1.45421e+006	2.28952e+006	1.1247e+007	6.82755e+006	2.64434e+006	1.2416e+007	2.30959e+006	2.27564e+006	23	2
P49411	1.2589e+007	2.71755e+007	4.23639e+006	9.30776e+006	1.81172e+007	6.13527e+006	1.39216e+007	4.05321e+006	2.0187e+007	1.13547e+007	1.8936e+007	9.10384e+006	2.98996e+007	1.20874e+007	3.56468e+007	7.50823e+006	2.34665e+007	2.93858e+006	5.81965e+006	1.9778e+006	5.84262e+006	2.62662e+007	2.58015e+007	6.66289e+006	1.11978e+008	6.57539e+006	2.2801e+006	4.59868e+007	3.82633e+007	7.15487e+006	3.60326e+007	1.89643e+007	2.81118e+007	33	4
P49448	4.72639e+006	2.29982e+007	2.37211e+007	2.25521e+007	1.7362e+007	2.90742e+007	3.71069e+007	7.72978e+006	6.34018e+007	8.05929e+006	2.09716e+007	1.18508e+007	5.37961e+007	1.78247e+007	6.5528e+007	1.85895e+007	3.67184e+007	418559	1.08456e+007	5.83019e+006	1.06159e+007	3.24144e+007	2.16257e+007	2.22642e+007	1.75332e+008	1.05528e+007	9.48288e+006	3.01233e+007	8.15545e+007	1.98921e+007	6.30743e+007	6.21856e+007	1.11147e+007	43	4
P49591	100376	135486	23745	50864.8	445098	39761.9	44374	66057.8	35673.9	28347.5	357401	890824	428181	132498	133835	327157	185173	0	0	0	196620	159285	284848	442098	179331	50556.6	135390	36916.2	248596	12951.4	317113	301924	376316	4	1
P49721	8.95843e+006	1.14325e+007	1.03446e+007	9.06131e+006	1.2595e+007	7.79928e+006	1.28555e+007	5.6659e+006	3.55621e+006	335608	7.25037e+006	1.21765e+007	5.63793e+007	2.94636e+007	2.70494e+007	1.99406e+007	3.42304e+007	9.4741e+006	8.77354e+006	1.08723e+007	2.90838e+006	3.70027e+007	2.59001e+007	9.81915e+006	5.02178e+007	1.49813e+007	7.55738e+006	3.4277e+007	5.71255e+007	2.77562e+006	5.7706e+007	4.1334e+007	3.91044e+006	11	1
P49747	4.24987e+008	1.76416e+008	6.61411e+008	8.23558e+007	4.61137e+007	2.10542e+007	5.20136e+008	1.83723e+008	1.1746e+007	4.29338e+008	5.7876e+007	3.382e+008	1.21704e+008	8.94867e+007	3.98037e+007	2.39706e+008	7.00355e+007	8.82045e+006	2.88441e+007	9.18851e+007	4.05216e+008	1.66124e+007	3.2001e+007	4.80983e+008	9.01447e+006	6.8425e+008	9.37385e+006	2.35493e+008	1.11601e+007	7.05842e+007	1.77011e+007	1.05928e+007	3.77081e+007	61	5
P49821	314530	235436	987658	736106	3.68723e+006	287011	307106	1.65317e+006	144362	119396	72278.6	1.03661e+006	290047	298200	1.18126e+006	1.37618e+006	356812	0	64377.2	23018.9	159574	1.06042e+006	407481	345102	974259	1.08784e+006	226370	320297	306744	430179	488043	277916	37365.3	13	1
P49902	1.90833e+006	5.55844e+006	1.44191e+006	1.31859e+006	494223	356443	1.15974e+006	1.38304e+006	961249	687097	457627	2.71803e+006	6.46822e+006	2.58888e+006	8.04146e+006	2.17886e+006	2.86663e+006	473846	1.58759e+006	1.42157e+006	2.89785e+006	3.89463e+006	7.30725e+006	2.50808e+006	2.92214e+006	1.00193e+006	1.15545e+006	1.90698e+006	4.05448e+006	3.60048e+006	1.29682e+006	7.24611e+006	9.2374e+006	6	1
P49913	5.86026e+007	1.41808e+007	8.19254e+007	1.56528e+007	3.31872e+006	1.38654e+007	2.09846e+007	1.34031e+007	3.07787e+007	6.06836e+007	1.49796e+007	1.98572e+007	1.58356e+007	1.22306e+007	1.57445e+007	4.78403e+007	1.70209e+007	2.85658e+006	1.89134e+007	3.33697e+007	4.69848e+006	2.26046e+007	2.8524e+007	3.7412e+007	4.1106e+007	2.26726e+007	1.02082e+007	3.9326e+008	1.18916e+009	8.22431e+008	3.90283e+007	3.48128e+007	1.0355e+008	41	5
P50053	4.81713e+007	3.3941e+008	3.42295e+007	2.91989e+008	1.87237e+008	9.62331e+006	7.6564e+007	4.07339e+007	2.85888e+007	2.10095e+007	2.11628e+007	6.18824e+007	2.49409e+008	9.89659e+007	1.12844e+008	8.49164e+007	1.34639e+008	2.16575e+007	3.56141e+007	2.04452e+007	1.04466e+007	1.10741e+008	8.69667e+007	2.70165e+007	5.43008e+007	5.22372e+007	4.99144e+007	4.98253e+007	1.08346e+008	2.49649e+007	2.25001e+008	2.1472e+007	3.33681e+007	53	5
P50148	1.21896e+007	3.48321e+007	1.75709e+007	6.87683e+007	2.30259e+007	2.3747e+007	2.17195e+007	2.24269e+007	6.17655e+006	1.2196e+007	1.61622e+007	1.90042e+007	1.72669e+007	3.22781e+007	4.19094e+007	3.46719e+006	1.94826e+007	3.29384e+006	6.50275e+006	853170	6.5367e+006	2.25098e+007	3.16889e+007	9.57015e+006	2.83779e+007	2.92995e+007	1.60932e+007	1.74074e+007	4.96763e+007	5.65585e+007	4.10379e+007	2.50555e+007	2.40559e+007	13	1
P50225	1.8068e+006	3.49369e+006	164904	314346	1.42662e+006	1.15215e+006	807115	446265	1.33497e+006	64951.2	380550	1.84721e+006	5.37948e+006	2.11768e+006	3.01972e+006	115676	1.25548e+006	193372	159084	208807	3.02957e+006	2.0365e+006	7.45677e+006	7.19444e+006	1.12464e+007	903507	5.53688e+006	3.14872e+006	2.06444e+007	1.17303e+006	7.08574e+006	1.36307e+006	1.15265e+006	13	1
P50226	1.8068e+006	3.49369e+006	164904	314346	1.42662e+006	1.15215e+006	807115	446265	1.33497e+006	64951.2	380550	1.84721e+006	5.37948e+006	2.11768e+006	3.01972e+006	115676	1.25548e+006	193372	159084	208807	3.02957e+006	2.0365e+006	7.45677e+006	7.19444e+006	1.12464e+007	903507	5.53688e+006	3.14872e+006	2.06444e+007	1.17303e+006	7.08574e+006	1.36307e+006	1.15265e+006	13	1
P50395	1.0957e+008	1.71859e+008	1.28852e+008	1.71954e+008	1.25227e+008	5.37674e+007	5.03421e+007	8.24516e+007	3.65656e+007	2.79565e+007	3.16464e+007	4.67441e+007	2.01386e+008	1.08874e+008	1.28352e+008	1.40268e+008	1.4978e+008	1.4108e+008	6.61403e+007	2.86438e+007	2.22862e+007	1.65511e+008	1.32443e+008	1.01934e+008	3.00988e+008	9.06484e+007	4.03185e+007	1.49133e+008	2.72984e+008	4.00745e+007	1.92571e+008	1.57648e+008	7.19203e+007	44	5
P50402	205452	112107	81965.4	10213.5	17368.5	5671.44	64526.5	6476.51	24478.3	24743.8	307240	281276	5831.1	546873	314198	46185.5	191248	0	823946	93102.2	0	34565.8	624972	62332.3	33425.5	49183.5	60976.1	48878.6	619047	644.104	319773	492057	38750.3	6	1
P50452	1.30112e+006	1.65228e+006	439351	701842	2.59956e+006	555118	136586	754513	2.61182e+006	107737	608752	4.38222e+006	1.35199e+007	8.97369e+006	1.45726e+007	7.39161e+006	3.08602e+006	1.12898e+006	1.19057e+006	1.10088e+006	396391	9.0145e+006	1.96076e+007	2.19227e+007	6.4035e+006	5.37644e+006	3.93284e+006	4.89239e+006	1.86882e+007	1.06187e+007	2.04126e+006	260038	1.44272e+006	11	1
P50453	1.30112e+006	1.65228e+006	439351	701842	2.59956e+006	555118	136586	754513	2.61182e+006	107737	608752	4.38222e+006	1.35199e+007	8.97369e+006	1.45726e+007	7.39161e+006	3.08602e+006	1.12898e+006	1.19057e+006	1.10088e+006	396391	9.0145e+006	1.96076e+007	2.19227e+007	6.4035e+006	5.37644e+006	3.93284e+006	4.89239e+006	1.86882e+007	1.06187e+007	2.04126e+006	260038	1.44272e+006	11	1
P50502	2.19743e+006	6.33976e+006	93568.2	5.45818e+006	2.48685e+006	4.44059e+006	891949	5.06238e+006	1.64405e+006	328069	806212	2.33529e+006	1.13885e+007	4.61361e+006	140423	3.18089e+006	503181	3.75031e+006	3.88447e+006	799223	172873	2.72558e+006	575806	1.7849e+007	426241	4.82832e+006	7.21603e+006	3.07463e+006	430948	1.30783e+006	399914	1.39303e+006	566668	7	1
P50570	181805	1.22208e+007	696762	2.26509e+006	3.48346e+006	1.52609e+006	4.37256e+006	3.89744e+006	1.77609e+006	4.8214e+006	1.85286e+006	5.53517e+006	2.87088e+006	5.01011e+006	2.1379e+006	1.93076e+006	8.94804e+006	0	1.23125e+006	1.80984e+006	320835	3.23771e+006	2.47353e+006	2.57548e+006	9.71802e+006	4.01816e+006	513130	3.72107e+006	5.51481e+006	5.96605e+007	1.32678e+006	1.16798e+006	1.1312e+007	17	3
P50895	6.47186e+007	1.44661e+008	1.55289e+008	2.48834e+008	8.83863e+007	1.17644e+008	1.35824e+008	1.95713e+008	4.81932e+007	9.71959e+007	9.35796e+007	1.5914e+008	1.0212e+008	1.52282e+008	6.58478e+007	1.50635e+008	4.87504e+007	2.71027e+007	6.66765e+007	8.15805e+007	1.34405e+008	1.25296e+008	7.07978e+007	1.34707e+008	2.98158e+007	2.29514e+008	1.68121e+007	5.17696e+007	2.53112e+007	6.94557e+006	5.18305e+007	1.36194e+007	1.45308e+008	64	5
P50897	3.85425e+007	7.68832e+007	1.46709e+007	8.56846e+007	6.31736e+007	1.69173e+007	3.53963e+007	3.85354e+007	4.39825e+006	8.75785e+006	2.32355e+007	6.22821e+007	5.46277e+007	5.6054e+007	4.49455e+007	3.48033e+007	7.69343e+007	6.25788e+006	2.22217e+006	1.64474e+006	6.15581e+006	5.34479e+007	4.8646e+007	2.00804e+007	6.4955e+007	1.93522e+007	3.11194e+007	3.24833e+007	2.63386e+007	6.00234e+006	8.35133e+007	2.70121e+007	6.32486e+006	27	3
P50914	6.28346e+006	3.45022e+006	945508	6.29014e+006	3.4051e+006	1.94783e+006	659759	735780	1.17798e+007	1.28998e+006	2.70624e+006	8.23902e+006	3.45049e+007	1.39532e+007	2.23396e+007	2.81714e+006	1.94265e+007	7.748e+006	3.88812e+006	4.52582e+006	3.26151e+006	2.55874e+007	5.7586e+007	2.50722e+007	6.55072e+007	8.73177e+006	5.6025e+006	4.81378e+007	7.26625e+007	2.34806e+006	1.34519e+007	1.02278e+007	5.11013e+006	14	2
P50990	3.53127e+006	1.08365e+007	466176	1.6966e+006	5.21611e+006	283235	1.33189e+006	536247	8.35825e+006	756782	802772	1.38085e+006	3.13402e+007	6.73547e+006	2.98702e+007	5.90187e+006	2.09376e+007	9.40452e+006	7.54094e+006	2.05066e+006	3.98385e+006	1.43196e+007	1.6498e+007	2.57721e+006	4.478e+007	1.58809e+006	1.31234e+006	1.18892e+007	2.64332e+007	2.37035e+006	4.44178e+006	7.86389e+006	861335	18	2
P50991	6.91578e+006	2.32114e+007	3.85716e+006	4.16396e+006	8.35998e+006	582047	4.3575e+006	4.76638e+006	7.46797e+006	1.91762e+006	3.24024e+006	8.62229e+006	3.40204e+007	1.34069e+007	1.43681e+007	7.90115e+006	9.93489e+006	9.29091e+006	3.02229e+006	3.71908e+006	3.22159e+006	9.50601e+006	2.95751e+007	7.29705e+006	4.701e+007	8.03977e+006	6.71285e+006	1.49408e+007	7.83654e+007	9.11528e+006	1.91473e+007	1.55877e+007	1.18568e+007	26	2
P50993	2.29461e+007	8.18938e+007	5.96732e+007	1.08928e+008	6.70942e+007	1.28244e+007	2.26862e+007	2.81767e+007	1.35708e+007	8.2923e+007	2.98728e+007	4.81565e+007	7.1898e+007	2.81523e+007	4.61119e+007	2.96686e+007	2.63186e+007	1.17626e+007	1.51522e+007	1.33071e+007	1.26609e+007	5.67253e+007	2.64603e+007	2.59512e+007	4.33705e+007	9.77542e+006	2.95957e+007	2.31105e+007	8.83872e+007	2.02991e+007	1.85327e+008	1.61562e+008	6.58547e+007	54	5
P50995	3.11665e+007	1.16301e+008	1.71713e+008	1.09288e+008	6.99967e+007	3.00252e+007	4.70366e+007	3.68416e+007	3.59881e+007	7.30199e+007	2.36371e+007	1.49764e+008	2.15459e+008	7.91609e+007	8.72964e+007	5.85053e+007	8.57628e+007	3.59912e+007	3.29699e+007	4.39508e+007	3.76336e+007	1.3569e+008	1.09501e+008	7.47898e+007	1.06317e+008	1.11865e+008	3.18449e+007	2.1785e+008	1.89093e+008	4.94961e+007	7.32208e+007	4.05142e+007	7.71423e+007	58	5
P51148	7.80629e+006	1.54068e+007	4.69719e+006	2.13475e+006	2.30671e+007	2.16656e+006	8.19603e+006	4.8239e+006	3.59623e+006	2.00132e+007	2.03069e+007	8.04273e+006	1.47477e+007	1.23512e+007	2.80271e+007	1.2411e+007	4.89974e+006	5.0608e+007	5.4713e+006	4.76765e+006	7.35163e+006	7.94473e+006	1.0059e+007	1.22676e+007	2.12906e+007	8.47886e+006	1.80547e+007	1.41669e+007	4.41164e+007	2.73986e+007	2.98565e+007	1.32477e+007	1.14917e+007	19	2
P51149	6.20296e+006	1.05778e+007	6.73091e+006	1.2484e+007	8.04925e+006	2.83552e+006	5.26145e+006	6.13656e+006	3.67043e+007	1.24405e+007	5.33846e+006	8.26464e+006	5.44169e+007	1.98652e+007	1.88192e+007	1.49234e+007	1.59051e+007	8.20862e+006	1.27632e+007	1.0425e+007	5.93058e+006	7.76784e+007	4.44144e+007	1.54629e+007	4.56071e+007	5.86203e+006	5.89391e+006	5.81161e+007	8.14667e+007	2.03734e+007	2.27265e+007	2.24806e+007	1.54823e+007	36	3
P51153	6.72265e+006	4.69067e+007	1.64489e+007	3.71736e+007	1.53747e+007	4.82225e+006	1.21037e+007	8.51037e+006	1.86438e+007	6.31318e+006	2.63191e+006	8.7681e+006	7.14747e+007	4.41374e+007	5.30862e+007	4.02586e+007	4.02018e+007	1.14544e+007	1.94431e+007	1.20465e+007	4.57253e+006	3.09015e+007	7.2335e+007	1.34562e+007	7.1164e+007	6.59083e+006	1.6927e+007	5.06718e+007	1.90833e+008	8.79545e+006	3.53292e+007	4.31369e+007	1.40412e+007	22	2
P51159	1.10998e+007	7.1785e+006	7.65684e+006	2.00039e+007	1.77695e+007	7.41988e+006	7.89936e+006	8.33398e+006	1.73119e+007	2.77512e+006	2.74603e+007	1.02008e+007	2.14029e+007	1.50826e+007	6.8686e+007	9.57723e+006	1.42863e+007	9.26205e+006	6.7516e+006	7.55144e+006	2.01182e+007	1.04091e+007	3.04332e+007	4.03387e+007	3.8641e+007	1.30948e+007	1.51334e+007	9.21178e+007	3.99912e+008	3.62136e+007	1.58149e+007	4.21148e+007	3.981e+007	40	4
P51170	3.14933e+006	2.08523e+006	4.94233e+006	1.80525e+007	163420	9.22832e+006	3.13196e+006	9.48385e+006	1.38692e+006	1.88153e+007	243490	7.89896e+006	1.21469e+006	6.88062e+006	5.23129e+006	8.03542e+006	345086	70626.5	2.73276e+007	9.49185e+006	3.47295e+007	7.50038e+006	1.01332e+006	6.77139e+006	3.35022e+006	1.87704e+007	1.42295e+006	5.88331e+006	3.61287e+006	496665	1.79139e+006	9.95553e+006	1.80436e+006	13	1
P51572	2.68809e+006	2.57168e+006	4.68026e+006	2.01442e+006	1.39875e+006	1.51493e+007	1.29023e+006	2.59649e+006	1.59967e+007	1.99166e+006	5.01878e+006	2.54474e+006	1.44232e+007	4.53937e+006	5.46358e+006	4.93376e+006	6.0073e+006	1.19069e+007	1.24795e+007	4.16637e+006	1.80018e+006	5.4723e+006	1.02595e+007	3.57139e+007	1.31091e+007	1.78113e+007	1.54572e+006	6.28705e+006	4.0137e+007	1.36781e+007	3.82949e+006	1.31785e+007	4.01098e+006	11	1
P51606	829986	7.44785e+006	80320.5	2.60201e+006	3.75918e+006	243808	713046	3.51423e+006	109143	1.43725e+006	1.54275e+006	2.64905e+006	1.60847e+007	3.31612e+006	1.19775e+007	3.39577e+006	1.05046e+007	5.85599e+006	35984.3	1.93616e+006	1.15663e+006	1.77548e+006	1.38334e+007	4.01491e+006	9.6003e+006	3.64908e+006	555840	4.13552e+006	1.31329e+007	6.58474e+006	7.01012e+006	1.25561e+007	2.85412e+006	13	1
P51649	5.5224e+006	1.22698e+006	5.1223e+006	7.44282e+006	1.15913e+006	7.48754e+007	5.14901e+006	1.12584e+007	3.045e+007	1.30867e+007	9.30918e+006	3.31129e+007	7.99969e+006	1.12721e+006	997892	1.64304e+006	976840	2.67207e+006	7.34256e+006	2.38401e+007	1.58999e+007	3.66357e+006	704411	3.21913e+007	2.94109e+007	3.56165e+006	1.56653e+006	9.27552e+006	2.32239e+006	3.81057e+006	2.5917e+006	4.25846e+006	3.44813e+006	12	1
P51654	7.36889e+006	4.55998e+007	1.28628e+007	5.78643e+007	2.47398e+007	2.47239e+007	1.74808e+007	3.37322e+007	2.5785e+006	1.25523e+006	4.53261e+006	2.55448e+007	1.01705e+007	3.9897e+007	5.07267e+007	1.93003e+007	2.52055e+007	4.40552e+006	622760	744205	2.89761e+006	5.65698e+007	9.34172e+006	2.7833e+007	1.26011e+007	3.33238e+007	1.10321e+007	9.70361e+006	1.75328e+007	1.17287e+006	1.41609e+007	6.99288e+006	7.98325e+006	26	2
P51659	7.43288e+006	1.10049e+007	2.65517e+006	5.27642e+006	5.53751e+006	2.30816e+006	3.498e+006	8.356e+006	2.59136e+007	1.79754e+006	4.13263e+006	7.45767e+006	2.8906e+007	1.70573e+007	4.24973e+007	3.33298e+006	2.30262e+007	3.1507e+007	1.25683e+006	606093	2.96765e+006	1.6534e+007	3.84914e+007	3.61896e+006	1.39481e+008	2.78788e+006	2.39712e+006	2.99831e+007	6.79588e+007	8.50419e+006	1.57387e+007	2.66522e+007	4.93196e+006	31	3
P51688	1.17773e+008	3.78094e+007	2.41541e+007	3.35726e+007	2.08279e+008	5.95097e+006	7.56573e+007	1.79159e+007	4.73223e+006	8.69486e+006	8.26733e+007	2.17582e+007	2.49555e+007	3.75052e+007	4.52286e+007	1.63771e+007	1.65743e+007	7.63986e+006	5.58934e+006	2.84839e+006	1.03041e+007	3.56987e+007	6.9915e+006	8.17616e+006	2.17726e+007	4.53135e+007	2.29115e+007	1.46291e+007	4.14434e+007	3.79962e+007	5.41272e+007	3.82572e+006	3.03342e+006	37	3
P51689	4.43115e+006	2.61319e+007	361988	2.72112e+006	3.0045e+006	3.31324e+006	5.11244e+006	1.78331e+006	1.07341e+007	1.06798e+006	4.12305e+006	2.31408e+006	4.89041e+006	1.39282e+006	9.73849e+006	3.69316e+006	2.39368e+006	2.89948e+006	2.95901e+006	217301	3.87532e+006	859906	3.45104e+006	1.59084e+006	3.57994e+006	1.75676e+006	2.87866e+006	1.0032e+007	1.61956e+007	1.54806e+007	2.16161e+007	4.51299e+006	1.71157e+007	11	1
P51690	4.43115e+006	2.61319e+007	361988	2.72112e+006	3.0045e+006	3.31324e+006	5.11244e+006	1.78331e+006	1.07341e+007	1.06798e+006	4.12305e+006	2.31408e+006	4.89041e+006	1.39282e+006	9.73849e+006	3.69316e+006	2.39368e+006	2.89948e+006	2.95901e+006	217301	3.87532e+006	859906	3.45104e+006	1.59084e+006	3.57994e+006	1.75676e+006	2.87866e+006	1.0032e+007	1.61956e+007	1.54806e+007	2.16161e+007	4.51299e+006	1.71157e+007	11	1
P51692	666979	104750	5.9169e+006	1.17275e+006	101084	36331.8	1.80367e+006	226203	430881	2.50714e+006	338565	43853.8	380838	741887	2.68627e+006	1.49094e+006	171189	84536.6	794389	555416	97781.6	1.85214e+006	328038	767367	440203	1.71222e+006	609504	69152.1	8.12545e+006	790679	342666	854761	56594.7	13	1
P51857	1.56753e+007	2.08919e+006	7.15305e+007	8.24871e+006	3.22769e+006	9.45492e+006	5.27189e+007	3.71703e+007	3.96111e+007	3.89206e+007	1.57785e+008	1.76514e+008	8.21746e+007	1.70797e+007	9.57786e+006	8.49584e+006	6.36376e+006	2.76732e+007	8.09949e+007	4.76025e+007	2.12784e+008	6.15099e+006	3.44619e+007	2.57737e+007	2.45883e+007	1.10517e+008	7.44839e+007	3.09632e+006	1.91278e+006	3.999e+006	4.13432e+006	689304	6.29062e+007	10	1
