Protein	X10_pain.Area	X11_pain.Area	X12_pain.Area	X1_pain.Area	X2_pain.Area	X3_pain.Area	X5_pain.Area	X6_pain.Area	X7_pain.Area	X8_pain.Area	X9_pain.Area	X10_OC.Area	X11_OC.Area	X12_OC.Area	X1_OC.Area	X2_OC.Area	X3_OC.Area	X4_OC.Area	X5_OC.Area	X6_OC.Area	X8_OC.Area	X9_OC.Area	X10_UTI.Area	X11_UTI.Area	X1_UTI.Area	X2_UTI.Area	X3_UTI.Area	X4_UTI.Area	X5_UTI.Area	X6_UTI.Area	X7_UTI.Area	X8_UTI.Area	X9_UTI.Area	nFragment	nPeptide
A0A075	2.97066e+009	9.43665e+008	6.4865e+008	2.26498e+009	6.01002e+009	9.22463e+008	4.50706e+008	9.84741e+008	3.04497e+008	5.91581e+008	1.63233e+009	3.00151e+008	5.91436e+008	5.97821e+008	2.1339e+009	7.01535e+008	2.04124e+009	5.443e+007	2.89566e+008	9.28578e+008	3.16732e+008	4.49568e+008	2.02913e+009	1.48879e+009	6.97386e+008	1.09472e+009	1.12764e+009	4.22367e+008	2.73501e+008	6.56726e+008	2.21386e+009	1.30986e+009	2.58793e+008	65	5
A0A0A0	2.93861e+007	9.34465e+006	1.91096e+007	1.04857e+008	2.40656e+007	2.22546e+007	2.8514e+007	3.28649e+007	4.76716e+006	1.18475e+007	2.12265e+007	2.09228e+007	2.76413e+007	2.28888e+007	5.20074e+007	1.86336e+007	4.37387e+007	0	5.65047e+006	1.27082e+007	1.237e+007	4.24171e+007	3.8657e+007	1.3947e+008	1.00575e+008	2.34128e+007	1.10791e+008	6.32897e+006	7.87571e+007	4.41317e+007	7.41952e+007	4.75407e+007	3.42753e+007	24	2
A0A0B4	3.63766e+008	2.13034e+008	1.9869e+008	7.59896e+008	6.7961e+008	4.5129e+008	3.69838e+008	3.16356e+008	2.49991e+008	2.34222e+008	3.99273e+008	4.38644e+008	5.8297e+008	4.60015e+008	8.08941e+008	3.10576e+008	7.24896e+008	7.99044e+007	2.18643e+008	2.5137e+008	2.73072e+008	4.10076e+008	9.00167e+008	8.26544e+008	5.22664e+008	4.96906e+008	1.18855e+009	2.25839e+008	4.97861e+008	6.46203e+008	8.25543e+008	7.15954e+008	2.09466e+008	37	5
A0A0C4	3.73476e+009	6.3869e+008	7.47163e+008	1.49133e+009	4.98609e+009	7.24275e+008	5.53302e+008	8.09102e+008	2.62138e+008	3.91474e+008	7.02791e+008	4.22202e+008	4.0099e+008	4.64756e+008	1.00252e+009	6.55163e+008	1.33834e+009	8.31219e+008	3.98855e+008	7.91621e+008	3.9798e+008	2.93443e+008	9.65578e+008	1.11884e+009	4.59099e+008	1.04385e+009	5.5923e+008	6.60172e+008	2.75916e+008	1.72559e+008	1.45716e+009	4.93687e+008	3.18404e+008	63	5
A0A5B9	566474	4.73206e+006	1.61396e+006	1.57908e+006	1.66582e+006	389519	459363	131190	346461	566918	643759	1.5701e+006	200033	75843.3	357262	298078	192772	543173	259042	46254.1	507976	705614	1.01199e+006	8.80867e+006	187779	2.43335e+006	68874	597891	786806	740490	1.57691e+006	1.35793e+006	1.65222e+006	12	1
A0AV96	2.02173e+006	799580	1.09453e+007	803519	2.18297e+006	1.29763e+006	1.76086e+006	93427.5	9.84979e+006	3.61469e+006	5.13078e+006	422172	6.40179e+006	5.00975e+006	1.65815e+006	1.70824e+006	4.26417e+006	843489	1.75961e+007	5.37454e+006	1.08624e+007	3.87036e+006	4.90962e+006	1.44164e+007	6.10225e+006	3.94982e+006	9.13383e+006	5.71086e+006	5.90804e+006	3.46565e+006	997996	349104	4.13406e+006	13	1
A0M8Q6	2.946e+009	2.12362e+008	3.57882e+008	1.03461e+009	1.99868e+009	8.09555e+008	6.96289e+008	9.61789e+008	8.2356e+008	2.06736e+009	1.58927e+009	3.64127e+008	4.82647e+008	5.81001e+008	5.30809e+008	4.1872e+008	5.27834e+008	5.61867e+007	6.53695e+008	1.19879e+009	6.97536e+008	8.73413e+008	9.45543e+008	1.17913e+009	4.0365e+008	9.66723e+008	6.02799e+008	6.89532e+008	2.72612e+008	6.86555e+008	1.0265e+009	4.53015e+008	3.05686e+008	57	5
A0PJK1	61514.4	3.6747e+006	9.11771e+006	1.18963e+007	2.66041e+006	713234	2.22737e+007	8.07194e+006	1.09645e+006	953390	201454	57968.7	3.88051e+006	9.9421e+006	3.95446e+006	2.89988e+006	3.15353e+006	1.66184e+006	2.8038e+006	664858	1.02322e+006	723029	788379	295757	35773.1	1.26935e+006	938269	1.96338e+007	945769	720327	1.53475e+007	4.80418e+006	9.31136e+006	13	1
A4UGR9	2.94163e+007	3.87549e+006	4.96404e+008	3.0349e+008	5.78839e+008	4.95328e+008	2.00458e+008	7.28706e+007	4.05832e+007	1.40952e+008	1.71626e+008	6.65997e+008	3.39037e+008	1.66572e+008	4.23185e+007	5.49791e+007	1.11838e+008	4.03566e+006	1.29394e+008	1.3123e+008	2.46386e+008	1.61653e+009	1.58601e+008	5.27521e+008	3.38844e+008	1.12443e+008	4.35754e+008	2.3149e+008	1.00146e+008	656824	1.66945e+009	1.07798e+009	7.16618e+006	13	1
A5A3E0	2.54644e+009	4.82793e+009	1.63858e+009	3.17053e+009	1.57438e+009	4.41889e+008	1.67523e+009	8.76516e+008	4.21282e+009	7.46043e+008	5.89266e+008	1.49235e+009	7.78074e+009	3.86075e+009	4.89904e+009	2.57061e+009	4.21796e+009	2.73816e+009	2.88755e+009	1.48867e+009	1.34932e+009	4.96279e+009	8.09152e+009	2.55107e+009	7.64304e+009	2.40228e+009	1.08458e+009	9.39537e+009	8.67853e+009	7.94433e+008	6.05225e+009	3.02628e+009	1.23597e+009	65	5
A6NGN9	17582.3	3.41505e+006	4.87843e+006	3.85058e+006	2.31736e+006	186831	8.45224e+006	4.18092e+006	8100.12	1.75177e+006	119401	3.34025e+006	832810	1.39279e+006	75401.4	1.45185e+006	1.04933e+006	1.4185e+006	0	464741	82603.9	1.03856e+006	82720.7	3.91222e+006	97093.8	1.10653e+007	5225.25	671991	572826	586251	115445	15987.2	1.3073e+007	12	1
A6NGU5	3.82618e+008	6.99232e+008	5.10775e+008	7.87411e+008	4.27469e+008	2.46134e+008	4.23533e+008	4.9321e+008	6.23853e+007	3.48746e+008	1.17839e+008	5.0978e+008	5.60509e+008	4.99851e+008	5.41576e+008	5.53247e+008	4.43301e+008	9.77888e+007	2.22331e+008	1.97663e+008	2.11245e+008	5.98979e+008	3.57849e+008	2.42537e+008	3.29135e+008	4.50913e+008	2.40569e+008	1.03989e+008	4.27023e+008	1.94038e+008	3.14349e+008	2.8679e+008	4.13974e+008	60	5
A6NHG4	3.85854e+007	5.52312e+007	1.2163e+007	9.63638e+007	6.8962e+007	1.19321e+007	1.58709e+007	3.2996e+007	1.79774e+007	7.39582e+006	9.01206e+007	3.85629e+007	8.7834e+007	2.79668e+007	5.69728e+007	4.76874e+007	1.65273e+008	8.14396e+006	2.68186e+007	1.10281e+007	1.34022e+007	6.16522e+007	4.68493e+007	1.63039e+007	1.97451e+008	3.16945e+007	3.23298e+007	3.54854e+007	1.03848e+008	1.2669e+007	8.98329e+007	1.00444e+008	7.00475e+007	41	4
A6NHL2	4.03974e+006	5.19327e+007	818037	8.23259e+006	1.10874e+007	5.15428e+006	8.5168e+006	2.4878e+006	4.89021e+007	4.68605e+006	1.38276e+007	7.04889e+006	4.00439e+007	4.27015e+007	2.30689e+007	1.38669e+007	3.99413e+007	1.30079e+007	2.9112e+007	1.49413e+007	1.19994e+006	1.8893e+007	5.0043e+007	2.99058e+006	7.92117e+007	2.21378e+006	9.64826e+006	3.28631e+007	5.05786e+007	546460	3.52086e+007	4.76401e+007	2.9807e+007	12	1
A6NI72	6.16184e+006	4.53072e+006	8.81868e+006	3.32724e+008	1.63934e+008	2.24059e+006	2.87571e+007	6.57083e+006	3.69084e+007	1.6712e+006	8.33557e+006	7.11515e+006	7.69682e+006	1.32956e+008	2.23773e+007	3.81271e+006	1.33407e+008	4.64468e+007	2.85065e+007	5.51297e+006	727107	1.69738e+008	3.17774e+007	1.3447e+007	5.55005e+007	6.71595e+007	1.14619e+006	1.60556e+008	3.44307e+008	3.76757e+006	2.78383e+008	2.29915e+007	1.48855e+007	25	4
A6NI73	8.04846e+007	1.63536e+008	9.50805e+007	1.67902e+008	8.341e+007	1.24e+008	8.01027e+007	1.83933e+008	2.46861e+007	7.4348e+007	6.76592e+007	1.05757e+008	1.6177e+008	1.40576e+008	6.08393e+007	9.08405e+007	4.31429e+007	1.14134e+008	6.3029e+007	6.70908e+007	5.08031e+007	3.07267e+008	6.6579e+007	1.17124e+008	2.66195e+007	8.9584e+007	1.64974e+007	8.59797e+007	2.54403e+007	1.75722e+007	7.87274e+007	2.71569e+007	3.37314e+007	39	3
A6NIZ1	2.09727e+006	5.00759e+006	1.03595e+006	4.14437e+006	2.84349e+006	1.83762e+006	5.09317e+006	1.80146e+006	1.64807e+006	1.1828e+006	2.77807e+006	2.71319e+006	2.84848e+007	2.26144e+007	1.92974e+007	2.69488e+006	1.06062e+007	1.73984e+007	2.70817e+006	1.11292e+007	368705	2.51801e+007	1.12414e+007	2.2798e+006	1.44336e+007	4.51583e+006	2.51271e+006	1.46923e+007	5.09183e+007	1.55364e+007	1.95404e+007	7.96731e+006	1.5045e+007	11	1
A6NMY6	1.57539e+008	1.84264e+008	4.90783e+007	3.09626e+007	6.03357e+007	4.00635e+006	4.22901e+007	1.64939e+007	5.11735e+008	1.71368e+007	6.04265e+007	1.51454e+008	1.02516e+009	4.77349e+008	4.78533e+008	2.07937e+008	7.55819e+008	3.22078e+008	3.93324e+008	1.95905e+008	6.86735e+007	6.63611e+008	1.19956e+009	6.34336e+007	6.4895e+008	2.58486e+007	8.21586e+007	6.37402e+008	1.13032e+009	1.24856e+009	3.99694e+008	2.32244e+008	3.30106e+008	65	5
A6NNZ2	2.29846e+007	8.93011e+007	4.83034e+006	7.94335e+006	1.17027e+007	7.12865e+006	2.76904e+007	1.00747e+007	1.45773e+008	1.03745e+007	8.24282e+006	7.92865e+006	8.90572e+007	9.34308e+007	1.09853e+008	4.25518e+007	1.0295e+008	5.88458e+007	6.00756e+007	2.5198e+007	3.56908e+006	5.36327e+007	2.03037e+008	3.85205e+006	2.2151e+008	9.06327e+006	1.99853e+007	1.50456e+008	6.05957e+008	6.00689e+007	1.811e+008	1.31042e+008	1.74773e+008	39	3
A7E2Y1	3.01263e+006	1.76375e+007	1.99455e+006	1.10622e+007	1.53093e+007	1.00227e+007	3.91844e+006	1.97142e+006	1.60018e+007	7.82732e+006	1.73191e+007	8.80962e+006	1.14761e+007	1.60886e+007	6.06873e+007	2.26767e+006	6.83186e+006	1.25721e+007	1.00751e+007	1.85341e+006	3.28015e+006	6.95138e+006	3.84512e+007	9.36213e+006	5.58587e+007	880495	2.04557e+007	5.79094e+007	2.16536e+008	1.22682e+008	2.82728e+007	2.15483e+007	4.64525e+007	13	1
A8K2U0	8.26322e+007	5.63701e+007	3.98714e+006	3.95228e+006	4.37026e+006	3.14138e+006	1.01495e+007	1.342e+007	2.05338e+008	4.38189e+006	5.95276e+006	8.1529e+007	3.2927e+008	1.71841e+008	8.3267e+007	5.76309e+007	2.19445e+008	8.32202e+007	1.57735e+008	1.93359e+008	5.6063e+007	1.72554e+008	1.16874e+008	1.28049e+007	5.69484e+007	6.14098e+006	1.78409e+007	3.02331e+008	1.63563e+008	9.47445e+006	1.00585e+007	1.68518e+007	8.15995e+006	63	5
A8MTJ3	3.2493e+007	8.96365e+007	7.38173e+007	2.33217e+008	1.23116e+008	1.96799e+008	7.61111e+007	8.00649e+007	7.44187e+007	3.5712e+007	1.28641e+008	1.73795e+008	9.8283e+007	1.17397e+008	1.43317e+008	7.37081e+007	8.09214e+007	5.1441e+007	9.35532e+007	5.91815e+007	1.19116e+008	1.89393e+008	1.64923e+008	1.35047e+008	1.96329e+008	1.93254e+008	2.51911e+008	1.38961e+008	4.70047e+008	1.02364e+008	1.74933e+008	1.24284e+008	1.6321e+008	20	2
A8MUH7	8.37951e+006	1.34485e+007	1.47889e+007	1.14883e+007	1.59578e+007	6.06595e+006	1.55334e+007	8.08136e+006	1.37892e+006	4.40366e+006	9.00753e+006	2.33956e+007	1.50821e+007	1.10748e+007	1.48706e+007	1.47473e+007	6.59641e+006	1.72938e+007	1.17779e+007	1.67993e+006	3.64392e+007	6.50288e+006	1.92742e+006	2.21167e+007	2.23587e+006	1.95253e+006	444306	1.09624e+007	7.24012e+006	1.42204e+006	4.45077e+006	1.49218e+006	6.29578e+006	13	1
A8MUU1	1.70554e+008	3.06775e+007	1.27325e+007	5.42376e+007	3.22815e+006	1.40649e+006	3.83079e+006	2.68238e+007	5.60294e+008	2.40983e+007	492118	7.59449e+007	2.7055e+008	4.51933e+008	2.90421e+007	3.5325e+008	5.25801e+007	1.29002e+008	4.01297e+008	3.4194e+008	1.86835e+008	5.80103e+007	7.22043e+006	1.86863e+007	7.92099e+006	5.15902e+006	1.8932e+006	4.8359e+008	3.55674e+007	1.13379e+007	2.84834e+007	2.8716e+006	1.14866e+007	39	3
A8MVU1	6.07721e+006	1.60714e+006	284911	3.30244e+008	1.24207e+008	880786	6.57118e+006	3.25973e+006	5.63876e+006	15408.6	4.6741e+006	7.35881e+006	8.29872e+006	1.32697e+008	8.48894e+006	688652	1.29805e+008	5.59147e+006	2.89019e+006	2.80162e+006	694670	1.73341e+008	3.0691e+007	1.33045e+007	4.37461e+007	6.61506e+007	1.71671e+006	1.02042e+008	2.5435e+008	9.58476e+006	2.75446e+008	1.97184e+007	1.4009e+007	23	3
A8MZ36	1.37772e+007	6.3183e+006	2.8617e+006	1.15911e+007	543690	5.44003e+006	422309	6.41484e+006	1.49831e+007	1.42578e+007	7.34874e+006	2.65967e+006	1.60023e+007	1.21386e+007	1.12194e+007	2.2185e+007	1.15373e+007	2.26577e+006	1.96768e+007	2.43353e+006	1.53572e+007	2.21099e+007	1.27636e+007	1.34142e+006	2.24864e+006	2.50204e+007	3.6559e+006	1.62369e+007	2.43734e+007	1.42196e+006	1.62063e+006	5.80445e+006	9.55603e+006	12	1
B2RPK0	4.03374e+006	2.33993e+006	2.77589e+006	2.72374e+006	1.53281e+006	451099	4.42147e+006	2.7902e+006	1.76763e+007	3.92619e+006	897996	2.66015e+006	1.06359e+007	1.67918e+007	4.44695e+007	4.32314e+006	2.84322e+006	4.28201e+007	3.70796e+007	2.11035e+007	9.59203e+006	6.79875e+006	5.63205e+006	4.17964e+006	3.56141e+006	2.94583e+006	745099	6.4195e+007	4.09669e+008	2.88494e+006	2.487e+006	2.38082e+006	2.14518e+006	26	2
B2RXH8	3.24229e+006	1.47783e+006	951302	417178	3.21384e+006	2.82363e+006	368585	807513	9.27844e+006	711409	2.86603e+006	635906	1.51151e+007	8.33242e+006	2.59928e+006	1.3124e+006	9.76956e+006	2.28683e+006	6.52755e+006	2.5045e+006	2.69523e+006	7.30026e+006	1.62315e+007	9.64395e+006	1.26823e+007	1.41261e+006	4.28844e+006	2.67205e+007	3.25899e+006	264704	2.12414e+006	2.25287e+006	1.1306e+007	13	1
B5MD39	5.65684e+007	9.62501e+007	5.47655e+007	7.9264e+007	3.56082e+007	1.90023e+007	3.3849e+007	6.05561e+007	4.22664e+006	4.61558e+007	9.6372e+006	4.72905e+007	8.59577e+007	2.88317e+007	4.76731e+007	7.81029e+007	6.34678e+007	575508	2.51727e+007	1.16828e+007	1.19842e+007	3.77236e+007	5.60754e+007	1.27378e+007	4.5241e+007	5.07242e+007	1.96102e+007	701485	5.10263e+007	1.13497e+007	3.8869e+007	2.13374e+007	3.90572e+007	26	2
B7ZW38	3.24229e+006	1.47783e+006	951302	417178	3.21384e+006	2.82363e+006	368585	807513	9.27844e+006	711409	2.86603e+006	635906	1.51151e+007	8.33242e+006	2.59928e+006	1.3124e+006	9.76956e+006	2.28683e+006	6.52755e+006	2.5045e+006	2.69523e+006	7.30026e+006	1.62315e+007	9.64395e+006	1.26823e+007	1.41261e+006	4.28844e+006	2.67205e+007	3.25899e+006	264704	2.12414e+006	2.25287e+006	1.1306e+007	13	1
B9A064	1.92985e+010	1.8722e+009	4.3091e+009	6.53745e+009	1.32041e+010	3.16463e+009	6.38791e+009	5.40683e+009	2.39785e+009	8.04973e+009	7.11489e+009	3.37739e+009	3.71099e+009	4.47182e+009	2.58526e+009	2.6277e+009	4.44671e+009	1.04824e+009	2.42861e+009	6.03786e+009	3.88642e+009	4.96843e+009	4.11794e+009	5.36229e+009	2.44612e+009	4.56274e+009	3.08438e+009	2.6095e+009	9.46184e+008	4.37151e+009	5.29558e+009	3.62328e+009	2.56209e+009	65	5
C9JRZ8	750145	1.49493e+006	908173	1.68993e+006	1.39186e+006	807024	1.07149e+006	2.2244e+006	84829.7	736332	593477	2.58856e+006	4.44479e+006	1.14643e+006	1.69353e+006	1.56302e+006	3.12966e+006	2.89425e+006	686834	747953	3.86882e+006	3.23107e+006	5.51441e+006	693886	2.87287e+006	1.4028e+006	1.42156e+006	1.4152e+006	1.07267e+006	1.57806e+006	7.44202e+006	278787	1.48374e+007	14	2
F5H284	8.38158e+007	1.25828e+008	6.68714e+007	1.40466e+008	7.48782e+007	1.85786e+007	4.69608e+007	7.84975e+007	1.24355e+008	2.37971e+007	1.07037e+007	5.26209e+007	1.61871e+008	1.3003e+008	6.14778e+007	7.57016e+007	9.5616e+007	3.81671e+006	1.17644e+008	9.5808e+007	1.91147e+006	1.19117e+008	8.68462e+007	3.69353e+007	1.6283e+008	5.68886e+007	6.76502e+006	1.86079e+008	6.45523e+007	1.55926e+007	1.046e+008	2.61963e+007	3.98686e+007	11	1
O00115	8.63129e+007	6.43983e+007	6.15983e+007	9.67914e+007	6.43209e+007	3.55331e+007	5.21222e+007	5.95195e+007	1.78409e+006	2.04482e+007	2.55548e+007	1.06945e+008	4.52528e+007	5.81439e+007	1.42158e+008	7.84193e+007	6.03344e+007	1.21754e+006	4.11078e+007	2.58173e+006	2.02705e+007	5.74254e+007	5.36194e+007	6.43862e+007	5.87228e+007	3.72463e+007	3.84356e+007	1.68532e+007	3.21799e+007	1.3045e+006	1.15849e+008	2.79788e+007	8.59643e+006	25	2
O00142	1.29669e+008	1.81662e+007	4.39599e+007	2.15627e+007	2.02328e+007	1.32234e+007	3.48142e+007	3.36567e+007	7.60232e+006	1.97027e+006	1.2413e+006	1.31707e+006	1.94826e+007	4.19936e+007	3.51223e+007	2.7429e+007	2.85627e+007	593002	6.27457e+006	6.285e+007	2.61901e+006	8.37528e+006	1.723e+007	7.48459e+006	1.99741e+007	2.53494e+007	4.1532e+006	1.37758e+007	3.72432e+007	3.2118e+006	6.87369e+007	3.65629e+008	1.51492e+007	13	1
O00148	5.2752e+006	3.95946e+006	243688	6.12525e+006	4.32697e+006	1.54371e+006	788101	1.48031e+006	7.1573e+006	2.55743e+006	885772	2.66878e+006	7.05419e+006	7.00701e+006	7.7078e+006	1.47981e+006	8.55605e+006	1.26432e+007	6.13537e+006	2.51147e+006	127743	7.63927e+006	1.14577e+007	6.14169e+006	4.8005e+007	404615	1.44111e+006	1.08568e+007	4.93715e+007	2.37562e+006	8.92779e+006	1.16234e+007	3.94146e+006	13	1
O00178	7.26708e+006	7.283e+006	1.02673e+007	5.94042e+006	1.43686e+007	9.74896e+006	6.72825e+006	1.20783e+007	3.41035e+006	1.34242e+007	5.10299e+006	1.05004e+007	9.92696e+006	3.53268e+006	1.41399e+007	1.39671e+007	1.13231e+007	4.55788e+006	9.10179e+006	1.4863e+006	1.35103e+007	5.01316e+006	2.26919e+006	5.3129e+006	1.59543e+007	7.49282e+006	7.28938e+006	5.2039e+006	1.33243e+007	819342	2.24417e+007	8.23249e+006	5.25805e+006	13	1
O00182	2.21144e+007	1.83931e+008	3.83479e+007	1.89386e+008	1.70553e+008	2.37936e+007	4.16258e+007	9.15984e+007	2.19468e+006	3.05943e+007	7.79463e+006	6.31178e+007	1.11612e+008	7.72815e+007	1.3727e+008	5.22917e+007	8.71765e+007	676417	5.78662e+006	2.93333e+006	4.1287e+006	1.34476e+008	1.2671e+008	5.90126e+007	7.81433e+007	1.03668e+008	4.28349e+007	2.25712e+007	2.1501e+008	1.31155e+008	1.02672e+008	5.93994e+007	8.14631e+007	26	2
O00187	2.52728e+009	5.23844e+009	3.15459e+009	9.29852e+009	5.15274e+009	4.99699e+009	1.42893e+009	1.95012e+010	4.85844e+008	2.68077e+009	2.00893e+008	5.25587e+008	3.41105e+008	3.20703e+009	2.71387e+009	1.74911e+009	5.16767e+009	8.9617e+008	8.79708e+008	1.80025e+009	8.10174e+008	1.65241e+009	1.0979e+009	6.40271e+009	1.84409e+009	1.55364e+009	4.65408e+008	6.47206e+008	1.93621e+008	1.15222e+009	1.02446e+010	8.09911e+008	8.28522e+008	65	5
O00194	3.58242e+006	2.18368e+006	33935.4	1.67073e+006	2.31155e+006	1.85371e+006	535488	990055	3.37933e+006	1.66488e+006	1.25077e+006	1.92844e+006	3.86468e+006	8.38652e+006	3.78055e+006	3.10869e+006	2.76977e+006	5.78936e+006	507411	376364	1.10321e+006	2.19582e+006	6.37547e+006	3.49626e+006	1.82867e+007	2.80885e+006	3.89874e+006	3.04379e+007	7.45518e+007	5.62711e+006	3.66879e+006	8.29989e+006	1.36996e+007	15	2
O00204	1.72265e+006	3.85014e+006	1.0174e+006	317761	2.15901e+006	603270	890508	1.08539e+006	1.84845e+007	17418.5	925366	2.36144e+006	1.70563e+007	1.32786e+007	1.32693e+007	5.07417e+006	1.31797e+007	8.98927e+006	1.56085e+007	3.64837e+006	103629	7.62907e+006	3.38531e+007	1.05238e+006	2.1862e+006	2.38285e+006	1.16239e+006	1.2929e+007	4.05449e+007	1.25467e+006	1.65229e+006	685277	1.34168e+006	15	2
O00241	2.36218e+008	3.23805e+008	5.29482e+008	3.2978e+008	3.59162e+008	1.29377e+008	2.6182e+008	4.1051e+008	1.49139e+007	2.93081e+008	1.59838e+008	1.34019e+008	7.31217e+007	1.95889e+008	2.532e+008	3.49124e+008	2.24119e+008	3.3077e+007	3.56182e+007	1.33198e+008	1.13807e+008	1.51882e+008	9.54416e+007	2.67821e+008	5.54824e+007	3.28531e+008	1.86151e+007	1.30971e+008	9.20314e+007	2.55154e+008	1.04389e+008	3.33137e+007	1.51675e+008	57	5
O00264	3.10974e+006	7.06756e+006	1.08934e+006	4.72215e+006	2.89239e+007	2.0101e+007	1.02931e+007	1.07637e+007	2.7526e+006	4.76615e+006	1.26668e+007	9.9096e+006	1.49177e+007	7.90803e+006	2.91722e+007	7.3565e+006	1.3089e+007	4.60066e+006	1.29446e+007	7.71056e+006	1.15342e+007	1.25591e+007	1.77248e+007	2.48337e+007	4.1472e+007	1.0778e+007	3.36035e+007	6.09118e+006	2.32866e+007	2.97585e+006	7.08881e+006	7.39189e+007	1.34939e+006	13	1
O00299	8.61448e+007	9.89169e+007	3.09392e+007	1.1568e+008	9.94292e+007	4.82481e+007	6.24016e+007	7.98385e+007	5.3945e+007	2.04716e+007	3.48945e+007	5.02693e+007	1.22067e+008	7.9654e+007	1.96981e+008	7.39148e+007	1.81095e+008	2.29452e+007	4.76363e+007	2.65937e+007	1.79929e+007	1.23767e+008	2.51358e+008	9.37824e+007	2.71256e+008	6.32608e+007	2.60849e+007	1.93664e+008	5.09376e+008	2.1349e+007	1.14587e+008	1.25686e+008	5.92184e+007	58	5
O00322	6.87978e+006	4.19724e+007	1.66698e+007	1.42729e+007	3.7734e+007	3.51623e+006	1.562e+007	1.15105e+007	0	1.6833e+007	2.38369e+007	2.49759e+007	2.24453e+007	7.83996e+006	1.36012e+007	1.30236e+007	3.34192e+007	4.49058e+007	6.94313e+006	1.49945e+007	7.81605e+006	3.39137e+007	1.22447e+007	9.3917e+006	1.80182e+008	8.79938e+006	2.62818e+006	4.93134e+006	7.62777e+007	2.49148e+007	1.26134e+007	5.01123e+007	3.79675e+007	19	2
O00337	592584	98414.3	1.10474e+006	1.43978e+006	16387.2	36171.5	157999	223303	259692	1.74033e+006	0	66839.4	1.14423e+006	269443	15568.4	7.60195e+006	0	54399	6.53671e+006	283144	1.16843e+006	51447.8	57459.7	63267.7	46950.4	28581.4	62632.7	453092	1.02637e+006	301420	22442.5	3.91592e+006	49732.6	10	1
O00391	1.83197e+008	3.39092e+008	2.27145e+008	3.76397e+008	3.22371e+008	1.74406e+008	3.51595e+008	2.80085e+008	2.55554e+007	1.09036e+008	8.6866e+007	4.01313e+008	2.08306e+008	2.76873e+008	4.17484e+008	2.5501e+008	2.98723e+008	2.09652e+007	8.67942e+007	7.82694e+007	1.64803e+008	2.84478e+008	2.40204e+008	2.46577e+008	1.96376e+008	3.3494e+008	9.28586e+007	1.60348e+008	2.85612e+008	1.62853e+009	2.8836e+008	1.31974e+008	1.84696e+008	62	5
O00468	5.35779e+007	8.33596e+007	3.23988e+007	7.66912e+007	8.59386e+007	2.85277e+007	9.56754e+007	1.05564e+008	1.13253e+007	1.96618e+007	1.69673e+007	7.40507e+007	4.93909e+007	7.64479e+007	2.73705e+007	6.38618e+007	4.1888e+007	1.17459e+007	2.53597e+007	1.56082e+007	2.33457e+007	8.79202e+007	2.24778e+007	4.50289e+007	1.32133e+007	8.91564e+007	1.01187e+007	8.6456e+006	1.30308e+007	7.225e+006	4.17139e+007	1.04723e+007	4.33184e+007	54	5
O00483	1.94876e+006	5.3817e+006	2.15719e+006	862121	384036	3.08576e+006	770498	1.49346e+006	1.39194e+006	102538	1.3408e+006	4.76286e+006	4.59842e+006	2.35232e+006	3.25942e+006	6.24549e+006	3.97379e+006	403603	465435	398320	950746	7.70402e+006	1.02881e+007	5.5218e+006	1.88784e+007	1.34375e+006	8.9164e+006	754436	2.76525e+007	1.48622e+006	1.87352e+007	4.51037e+006	5.97716e+006	12	1
O00506	834397	5.54462e+006	1.78683e+006	5.88834e+006	3.09215e+006	551005	1.65607e+006	1.3841e+006	2.14582e+006	416611	636929	2.43442e+006	5.2357e+006	3.07232e+006	5.29337e+006	2.48431e+006	2.89382e+006	432076	1.58818e+006	829508	184766	6.72884e+006	7.5721e+006	822696	5.72445e+006	2.29034e+006	454001	3.98991e+006	1.00173e+007	2.44043e+006	856160	483653	2.83776e+006	8	1
O00526	1.27239e+006	2.59507e+007	1.13059e+007	1.02613e+007	1.74359e+007	4.94992e+006	5.23809e+006	1.1207e+007	3.37298e+006	1.7596e+007	1.89683e+007	5.55658e+006	3.35482e+007	7.22886e+006	1.3917e+007	1.13283e+007	1.28458e+007	2.27437e+007	6.0559e+006	1.85206e+007	9.55188e+006	7.3613e+006	8.51566e+006	5.4803e+006	8.47176e+007	1.24593e+007	5.91274e+006	4.56288e+006	1.00345e+008	746475	7.06864e+006	1.9832e+007	7.01923e+006	25	2
O00533	1.33081e+007	4.29916e+007	1.1988e+007	3.11377e+007	4.44575e+007	1.99964e+007	5.40453e+007	1.21429e+007	1.51444e+006	3.15549e+007	5.62771e+006	7.07683e+007	6.24086e+007	6.65309e+007	2.49216e+007	9.7251e+007	2.56519e+007	1.30834e+006	1.06792e+007	1.50401e+007	7.37681e+006	4.18977e+007	3.36499e+007	2.82296e+007	5.86544e+006	6.2099e+007	3.96409e+006	8.66479e+006	8.73983e+006	1.02416e+007	1.41277e+007	4.97883e+006	4.5381e+007	50	5
O00548	172719	895487	224372	1.48161e+006	385493	86515.5	3586.34	248752	137925	81054.5	361062	710218	123591	142577	241763	496887	112170	436102	55505.8	0	0	251785	383394	107147	1.12239e+006	614866	31955.6	134013	113268	69487.2	272893	5.80854e+006	68611.7	6	1
